,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.13,2.15,2.07,2.39,2.09,0.72,0.41,0.57,0.32,0.36,0.48,0.35,0.36,1.07,0.39
f_1,1.76,0.43,1.83,1.97,2.27,1.79,0.38,0.43,0.64,0.4,0.47,0.71,0.18,0.44,0.34,0.31
c_1,1.6,2.25,0.42,3.22,2.06,1.67,0.51,0.23,0.67,0.89,0.37,0.46,0.31,0.36,0.35,0.26
d_1,2.28,2.06,2.27,0.41,2.28,2.08,0.58,1.48,0.35,0.41,0.38,0.42,0.31,0.38,0.46,0.2
b_1,2.68,2.66,1.15,2.14,0.39,2.77,0.77,0.55,0.79,0.74,1.37,0.46,0.46,0.51,0.51,0.42
a_1,3.27,3.51,3.41,2.74,1.19,0.33,0.84,0.59,0.96,0.48,0.89,0.54,0.48,2.37,0.52,0.48
h_1,3.37,3.99,3.65,3.48,3.25,3.04,0.33,0.62,0.99,0.75,0.69,0.64,0.75,0.72,0.53,0.58
d_0,2.08,3.33,3.75,6.61,3.92,4.13,1.36,0.39,1.39,0.8,0.8,0.78,0.62,0.71,0.9,0.69
g_1,4.21,3.92,4.6,3.0,3.83,5.13,0.85,0.87,0.3,0.73,0.78,0.65,0.44,0.79,0.71,0.98
c_0,3.68,3.78,12.35,1.92,4.32,4.1,1.36,1.43,1.04,0.39,0.92,0.73,0.55,0.72,0.71,0.58
b_0,3.33,3.69,6.14,3.26,8.18,3.27,1.14,0.95,1.09,0.44,0.37,0.67,0.55,0.91,0.72,0.52
f_0,3.64,8.46,4.46,3.75,4.16,3.62,1.55,0.92,0.77,0.9,0.79,0.34,0.55,0.98,0.85,0.36
h_0,4.3,4.56,4.47,4.13,3.82,4.46,1.84,0.94,1.4,0.86,1.01,0.91,1.03,0.85,0.73,0.49
a_0,4.23,4.62,5.08,3.98,5.37,12.84,1.5,1.45,1.46,0.79,0.5,0.89,0.66,0.33,0.8,0.56
e_0,8.37,7.01,4.8,4.75,4.84,4.26,1.12,1.06,1.33,1.08,0.89,0.48,0.65,0.76,0.33,0.56
g_0,5.24,4.85,5.21,5.09,4.99,4.48,1.02,1.32,2.37,1.13,0.99,0.92,0.5,0.99,0.93,1.0
