,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.46,3.69,3.87,4.24,4.76,4.36,0.83,0.83,0.74,1.5,0.73,3.34,0.38,0.86,0.86,0.6
e_1,2.43,0.44,4.03,4.56,4.2,4.15,1.62,1.04,0.86,1.23,1.08,1.25,0.76,0.88,3.39,1.05
d_1,5.17,5.27,0.41,4.26,6.17,3.53,1.52,3.3,1.0,0.71,0.72,0.78,0.64,0.87,0.88,0.43
c_1,4.44,5.06,5.76,0.41,4.21,4.55,1.07,0.54,3.02,1.29,0.83,1.02,0.73,0.88,0.97,0.7
b_1,5.03,4.35,4.63,2.58,0.4,6.12,1.56,1.09,1.35,1.54,5.91,0.91,0.68,1.12,0.91,0.93
a_1,8.36,5.09,7.57,6.5,3.3,0.33,1.48,1.24,1.16,2.25,1.32,1.24,0.7,,1.08,0.65
h_1,5.56,5.5,5.74,5.56,3.91,4.83,0.35,0.86,1.06,1.74,0.88,0.76,2.87,0.78,0.69,0.65
d_0,5.71,3.11,14.1,6.94,5.6,5.09,1.96,0.45,1.45,1.94,0.97,1.14,0.8,1.0,1.09,1.2
c_0,5.59,5.91,2.73,24.51,6.58,6.19,1.49,1.32,0.42,1.76,1.1,0.83,0.93,0.95,1.0,0.71
g_1,5.9,6.23,6.31,5.86,5.81,4.98,1.27,1.28,1.16,0.31,1.23,0.97,0.67,1.18,0.97,1.84
b_0,5.11,5.0,5.26,7.91,13.42,7.54,2.09,1.12,0.66,1.7,0.43,1.33,0.86,1.02,0.96,0.61
f_0,24.05,6.64,4.97,6.57,4.91,5.37,1.96,1.49,1.11,1.04,1.67,0.37,0.96,1.51,1.74,0.6
h_0,6.84,5.73,6.19,7.37,6.31,6.73,6.16,1.34,1.41,2.26,1.45,1.44,3.65,1.31,1.58,1.08
a_0,7.16,7.71,5.63,6.64,11.43,,1.57,1.33,1.3,3.03,0.75,1.33,1.46,0.36,1.14,1.23
e_0,8.22,14.87,7.76,6.88,9.5,5.81,2.0,1.56,1.29,2.06,1.66,0.66,1.15,1.45,0.35,0.89
g_0,9.56,7.41,6.52,8.62,6.74,8.28,1.6,2.08,1.49,,1.84,1.29,0.95,2.73,1.09,2.01
