,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,10727.65,6036.13,6844.68,11459.55,13429.73,65619.68,5630544.85,14605070.29,31430857.21,27648364.81,61666294.62,63198836.23,195079909.5,434697373.4,338989936.88,342965573.08
f_1,7920.38,12216.83,7040.74,9478.1,11486.46,55145.45,5648172.02,13882091.53,20679665.68,26747642.58,61195042.41,47103542.62,169141263.46,408338408.01,336968917.88,303524730.14
d_1,4588.04,6211.94,18653.66,7585.15,12994.29,66003.06,5705539.45,17425312.71,14272240.23,52362207.44,83335480.0,80385630.77,204653860.93,472126584.17,380166543.3,434893219.48
c_1,4508.33,5325.67,7781.75,21887.33,21948.51,77037.56,5116150.42,15143463.64,18963802.94,20068967.77,41602627.65,57101535.87,199445844.94,440984539.35,335137587.9,380657188.93
b_1,4668.51,5566.93,7712.87,9603.62,34859.31,118252.56,5496595.48,13101544.02,18292724.23,31631481.34,46737325.89,58219136.1,201416290.3,433808337.27,249119213.84,458440288.74
a_1,4797.9,6020.74,7704.47,9698.46,13763.2,252826.14,6297155.83,17130042.05,19632287.7,25483624.44,60056185.39,63524244.06,211040960.12,497371241.9,272844218.63,437634528.44
h_1,5211.2,7328.74,8561.97,10201.13,13468.12,66772.73,10150370.21,18817286.79,18329539.11,29811759.59,69299842.94,75679807.67,163108702.29,650113734.98,385013092.19,522531259.16
g_1,5197.29,5591.87,12117.35,9181.63,13080.88,73837.65,5712655.63,32123537.76,14211117.59,32549769.62,71340878.77,103545580.92,212900528.85,442258364.68,387512834.76,555702331.47
d_0,5116.52,6426.16,6928.26,15904.55,14906.84,67763.93,5776195.17,14973483.91,28780569.46,23272105.17,64915635.78,63987231.76,221545796.07,490248700.93,355273296.3,515322399.57
c_0,5367.61,6455.1,9340.49,8684.38,12164.62,67521.22,6616429.11,15995708.73,21301224.49,48453489.15,129558652.28,73621037.55,211223628.15,577335926.39,488478089.94,493843444.51
b_0,5674.41,6380.76,9446.74,10347.43,13030.67,63202.13,6342335.9,16662268.02,18575809.31,30178393.16,105903790.69,68343521.8,219360618.85,549040390.39,721196895.73,484250938.45
f_0,4452.29,5267.36,9596.13,10935.3,14523.07,94254.12,5947461.74,17441006.27,20509795.6,36190039.69,74513007.27,122915123.56,222968012.45,615161383.64,424040554.67,896819695.24
h_0,5576.0,8473.29,8619.78,9738.74,13023.13,69315.81,4842319.92,19838379.87,19239828.3,31224030.71,64157994.13,68494611.41,173829932.48,586549226.26,351022627.42,430585544.69
g_0,5002.54,5905.77,12651.57,10481.91,12748.63,60189.08,6052648.54,13515376.95,17443473.03,31890325.44,66567184.37,101395927.55,217278392.41,467099617.95,349674433.46,466391975.11
a_0,5819.62,6533.46,8019.69,11685.72,13413.44,68094.72,5799871.75,14502725.85,20903125.34,32422123.47,73738891.51,67336390.05,228554979.5,484484037.69,742539563.6,441033596.4
e_0,3985.56,6124.91,9513.3,12033.51,14644.94,77417.66,6766913.47,15966182.73,20024528.75,32388084.49,72914120.46,76595624.93,210092215.28,526615426.9,403868393.7,906337405.26
