,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.39,0.95,0.99,1.01,1.18,0.55,0.55,0.7,0.49,0.56,,0.59,0.51,0.52,0.67
e_1,0.72,1.0,0.89,0.92,0.93,0.91,0.86,0.58,0.68,0.77,0.64,0.66,0.75,0.45,,0.74
d_1,1.06,1.13,1.0,0.8,0.96,0.81,0.7,0.91,0.45,,0.67,0.8,0.67,0.56,0.66,0.39
c_1,1.01,1.09,1.25,1.0,1.31,0.72,0.7,,0.63,0.45,0.73,0.64,0.68,0.45,0.45,0.63
b_1,0.99,1.07,1.04,0.76,1.0,,0.65,0.62,0.93,0.64,,0.61,0.72,0.6,0.57,0.58
a_1,0.85,1.1,1.23,1.38,,1.0,0.92,1.02,0.98,0.76,0.75,0.57,0.83,,,
h_1,1.81,1.16,1.43,1.42,1.53,1.09,1.0,0.86,0.84,0.99,1.28,0.88,,0.68,0.67,0.78
c_0,1.81,1.74,1.09,,1.6,0.98,1.16,1.0,0.78,0.91,1.26,1.04,0.83,0.92,0.98,0.72
g_1,1.44,1.47,2.23,1.59,1.07,1.02,1.19,1.27,1.0,0.87,0.85,1.09,0.72,1.18,,
d_0,2.02,1.3,,2.24,1.56,1.31,1.01,1.1,1.15,1.0,0.91,0.75,0.77,0.79,0.7,0.91
b_0,1.79,1.57,1.49,1.37,,1.33,0.78,0.79,1.17,1.1,1.0,1.1,0.9,1.34,0.79,1.39
f_0,,1.52,1.25,1.55,1.64,1.76,1.13,0.97,0.92,1.34,0.91,1.0,0.99,0.92,1.67,0.65
h_0,1.7,1.33,1.49,1.47,1.4,1.2,,1.21,1.4,1.3,1.11,1.01,,1.14,1.02,1.37
a_0,1.97,2.2,1.79,2.23,1.66,,1.48,1.09,0.85,1.26,0.75,1.09,0.88,1.0,1.06,0.88
e_0,1.93,,1.51,2.21,1.74,,1.49,1.02,,1.43,1.27,0.6,0.98,0.95,1.0,1.19
g_0,1.5,1.36,2.56,1.59,1.71,,1.28,1.39,,1.1,0.72,1.53,0.73,1.14,0.84,
