,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.15,83.8,100.06,73.8,84.06,95.4,15.34,27.0,18.54,19.25,13.17,,7.25,10.34,16.04,14.87
e_1,57.12,1.15,94.34,79.63,73.0,73.38,30.69,27.0,14.11,15.79,16.76,27.37,11.05,15.72,,11.79
d_1,91.12,122.9,1.15,89.0,106.69,63.6,21.19,14.94,,24.64,20.48,15.76,13.39,26.2,24.6,7.77
c_1,131.97,131.68,84.67,1.15,84.06,95.4,28.71,31.91,10.47,,23.04,20.8,14.73,21.83,20.5,14.25
b_1,127.57,89.93,100.06,68.77,1.15,136.29,28.71,54.0,20.94,23.69,,20.0,19.22,21.83,26.36,13.15
a_1,191.35,167.59,173.79,232.77,86.69,1.15,49.44,,36.06,34.22,34.56,,21.05,,,26.31
h_1,91.12,105.34,82.55,77.59,95.66,90.86,2.0,22.65,16.64,15.4,15.8,16.25,,21.83,15.37,17.1
g_1,131.97,175.57,113.86,137.55,110.96,,21.71,2.0,27.04,26.78,25.14,21.67,10.78,17.86,18.45,
d_0,81.43,54.22,,108.07,106.69,95.4,32.96,35.1,3.06,14.67,18.43,18.57,10.78,21.83,18.45,15.55
c_0,100.71,89.93,75.05,,102.74,73.38,25.43,29.25,23.18,3.06,19.75,19.26,19.22,20.68,15.37,11.03
b_0,109.34,115.22,110.07,121.04,,159.0,27.81,35.1,20.94,13.11,3.04,20.0,15.79,21.83,24.6,17.1
f_0,,97.03,150.09,126.08,102.74,,40.45,19.5,24.04,19.87,23.04,3.02,21.05,26.2,19.42,10.69
h_0,78.1,102.42,73.38,84.06,99.07,90.86,,20.65,18.54,19.87,23.04,19.26,,17.86,19.42,9.77
a_0,159.46,141.81,165.1,178.0,231.17,,37.08,54.0,30.9,38.5,16.76,26.0,21.05,3.02,,
e_0,166.39,,173.79,168.11,184.93,,59.33,33.43,38.18,36.24,39.5,15.29,19.22,,2.95,28.5
g_0,112.56,131.68,94.34,126.08,138.7,112.24,22.25,,28.22,22.0,29.11,47.27,12.28,,21.71,
