,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.4,1.77,1.0,1.06,1.06,0.97,1.98,2.14,1.93,1.89,2.39,1.54,2.84,2.31,2.0,2.91
e_1,1.06,2.43,1.5,0.96,1.17,1.03,2.17,3.89,2.33,2.59,2.46,2.7,2.98,2.34,1.83,3.47
c_1,1.11,0.93,2.54,1.1,1.87,1.25,2.19,1.97,2.0,1.01,1.84,2.32,3.0,2.63,2.64,2.97
d_1,1.28,1.04,0.99,2.59,1.08,0.94,2.26,1.88,2.06,4.19,3.13,2.36,3.21,2.69,2.79,2.88
b_1,1.15,1.04,1.02,1.05,2.71,2.09,2.56,2.39,2.04,2.33,1.44,2.95,2.9,2.36,2.66,2.68
a_1,1.22,1.22,1.16,1.36,0.83,3.34,2.19,2.64,2.82,2.32,2.47,2.75,3.44,1.94,2.33,2.71
h_1,1.61,1.24,1.18,1.42,0.98,1.08,4.07,2.19,3.08,2.57,2.53,2.31,2.46,2.53,2.67,4.37
d_0,1.36,1.08,2.04,0.86,1.24,1.21,2.58,3.76,2.33,2.19,2.86,2.27,3.07,2.81,2.54,3.45
g_1,1.13,1.0,1.28,1.88,1.19,1.02,1.94,2.52,4.51,2.75,2.67,4.16,2.82,2.42,3.18,2.73
c_0,1.52,1.12,1.26,1.2,1.09,1.19,2.49,3.3,2.57,4.14,4.58,2.73,4.19,3.29,2.92,3.52
b_0,1.35,1.33,1.47,1.26,0.77,0.79,2.52,2.92,2.85,2.82,4.44,2.94,4.08,5.04,2.65,3.71
f_0,1.0,1.16,1.41,1.56,1.1,1.18,2.38,2.82,2.16,2.57,2.71,4.49,3.69,2.74,5.12,3.44
h_0,1.66,1.27,1.16,1.45,1.18,1.1,1.82,2.41,3.09,2.43,2.51,2.49,2.59,2.72,2.89,4.19
a_0,1.34,1.38,1.38,1.36,1.1,0.66,2.77,2.33,2.64,2.44,2.14,2.82,3.29,4.8,3.25,3.3
e_0,1.43,0.74,1.36,1.52,1.37,0.96,2.74,2.86,2.35,2.51,3.07,2.08,3.65,3.15,4.94,3.71
g_0,1.34,0.98,1.35,1.7,1.24,1.54,1.88,2.07,1.98,2.55,2.4,3.57,3.47,2.95,2.94,2.63
