,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,0.66,3.47,6.26,6.86,5.68,4.32,2.28,3.33,2.48,2.15,2.03,1.91,1.41,,2.45,2.17
f_1,9.07,0.66,5.6,5.04,5.34,5.84,1.9,2.99,2.1,2.08,,2.17,1.58,2.03,1.25,1.66
d_1,6.06,6.56,0.66,5.47,5.32,5.74,2.54,1.52,,2.78,1.97,2.46,1.9,2.3,1.21,2.04
c_1,5.56,6.65,6.5,0.66,6.17,6.87,2.63,2.45,1.28,,2.15,2.32,1.48,1.91,1.79,2.35
b_1,5.18,6.42,6.32,4.52,0.64,6.42,2.99,2.89,1.87,2.47,1.71,,2.29,2.1,1.73,
a_1,9.39,8.03,8.25,6.0,5.29,0.58,3.0,3.23,2.73,3.0,2.71,2.42,2.03,,1.55,
h_1,5.01,4.68,5.72,5.94,5.29,4.18,0.61,1.8,1.82,2.08,2.42,1.8,,1.46,1.26,1.54
g_1,6.07,6.01,7.86,5.52,5.24,5.47,2.33,0.59,1.67,2.04,1.77,2.22,1.1,1.46,,1.73
d_0,3.14,5.02,,4.83,5.56,4.62,2.19,2.32,0.72,1.56,1.62,1.69,1.77,,1.3,1.48
c_0,4.5,4.54,2.89,,4.57,4.03,2.07,2.67,2.13,0.72,2.0,2.52,1.35,1.62,1.28,1.82
f_0,5.47,,5.12,4.97,5.58,5.02,2.25,2.01,1.85,1.49,0.67,1.25,1.48,2.7,1.03,2.04
b_0,5.47,4.92,4.46,5.3,,4.43,2.19,1.82,2.24,0.98,3.03,0.68,1.58,1.78,2.49,2.25
h_0,5.32,4.07,4.66,4.86,3.57,5.66,,2.17,1.38,1.72,1.87,1.43,,1.33,1.58,1.25
e_0,,6.35,5.28,6.16,5.54,,3.04,2.67,,2.26,1.11,2.11,1.97,0.6,1.71,1.82
g_0,4.03,8.18,4.83,5.03,6.44,4.34,1.89,,1.85,1.78,2.25,1.6,0.95,1.89,,
a_0,7.23,6.02,5.89,5.43,,,3.36,2.56,2.42,1.92,1.91,1.34,1.89,2.05,,0.62
