,e_1,d_1,f_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10623.74,2059.23,3176.42,5580.61,7011.35,26522.24,2939195.16,14400214.2,5622439.37,9712889.67,23663073.97,28957760.74,109762039.47,115424768.06,91293296.67,175522110.44
d_1,2170.47,13809.23,3514.7,3445.44,6999.24,29861.34,2743910.44,3605164.38,6531775.15,19471031.22,24264792.53,31337819.76,110702180.53,92839870.78,144872672.06,251525633.34
f_1,3872.15,2833.38,15198.96,4031.26,7267.5,27520.28,2318329.82,7406757.69,5219593.77,8959808.14,23892340.22,8463763.24,125569479.02,111153033.31,98167711.34,171660512.57
c_1,2052.08,2825.32,3327.68,21389.24,13814.83,27615.1,2625616.79,8254818.7,5447576.44,2591965.96,16205932.2,21142593.86,87948087.93,94784927.16,119740649.96,218468199.87
b_1,2128.59,3095.77,3513.27,3421.93,42868.78,71622.05,2577106.99,6754865.2,6770553.5,9602534.13,7651876.23,23496213.27,108754640.17,62190476.12,122938253.69,169961834.86
a_1,2636.92,3013.72,3323.8,4788.09,6352.06,270957.11,2508449.91,5734563.19,6127019.72,10367666.14,18610525.93,21986436.69,105049884.16,35411402.2,114787124.65,190532260.11
h_1,2331.62,4103.41,5442.11,4991.38,8679.06,34838.23,8983363.55,8325328.06,9342106.7,10652002.87,29033351.75,23516145.33,65423991.38,121987272.08,160619701.63,294803468.03
d_0,2918.67,1643.99,3810.15,10208.02,8423.12,37824.77,3743440.71,18545581.53,7219352.22,8290172.83,30966130.74,22758133.6,140511746.13,130706813.09,136736338.69,238965908.46
g_1,2364.94,5489.61,2889.94,5464.51,7448.14,35902.7,3234510.23,7995517.85,25161685.78,11074831.66,24324158.12,56415642.78,99249375.92,106367582.87,168733425.34,143547714.17
c_0,2635.83,4670.89,4665.81,2211.41,6954.33,36715.36,3314942.39,10365797.2,7784345.0,27309147.81,52742083.37,34219126.23,168977487.8,136898428.06,177046662.92,266650101.73
b_0,3107.85,4090.73,4252.26,5936.78,4025.14,25554.66,3707753.73,10532058.65,7700642.36,11025365.91,59879321.7,30677630.64,159593588.2,266548012.78,159953698.23,227669761.72
f_0,2850.77,4480.48,2081.2,5133.28,8456.02,41562.8,3705698.17,9012645.65,9752175.23,14376816.28,31247536.17,77368898.77,125671592.1,154262706.78,378444813.49,261621959.5
h_0,2777.96,4487.43,4750.4,6148.58,6207.8,38653.91,1930725.27,9403191.01,10287135.63,11207721.31,23032542.43,29210317.31,81650264.87,133492616.84,164508332.41,372732695.47
a_0,2764.75,4166.26,4064.02,5966.61,9511.69,12882.67,3650926.26,8866963.51,9882074.33,11906384.46,24468337.28,33346982.91,169866130.04,334975002.22,189029797.06,205748068.24
e_0,1574.55,4363.42,4334.6,4944.46,8753.25,31259.41,4114229.52,11983275.33,9152601.72,12333367.8,30510457.33,29968693.79,177342507.47,155573763.02,550025658.12,347480551.79
g_0,2112.57,6195.63,4065.8,4684.53,8485.55,34443.24,3419638.99,8740973.26,5100852.85,14606253.98,29354598.01,42165354.5,138749233.33,123368213.64,183867880.33,153290771.69
