,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.69,0.94,1.01,0.92,0.7,0.53,0.49,0.66,0.42,0.46,0.42,0.36,0.35,0.31,0.35
f_1,1.45,1.0,0.89,0.9,0.8,0.59,0.44,0.4,0.43,0.32,0.39,0.35,0.3,0.3,0.22,0.32
d_1,1.06,1.12,1.0,0.99,0.96,0.87,0.51,0.34,0.42,0.71,0.37,0.42,0.37,0.29,0.34,0.23
c_1,0.99,1.11,1.01,1.0,1.31,0.76,0.61,0.47,0.36,0.39,0.39,0.4,0.39,0.42,0.33,0.32
b_1,1.09,1.24,1.04,0.76,1.0,1.23,0.54,0.64,0.44,0.56,0.5,0.4,0.37,0.34,0.36,0.34
a_1,1.43,1.69,1.15,1.32,0.81,1.0,0.62,0.59,0.63,0.53,0.59,0.64,0.66,0.75,0.4,0.5
h_1,1.79,2.34,1.96,1.66,1.77,1.61,1.0,1.16,0.77,0.74,0.79,0.69,0.59,0.58,0.61,0.64
g_1,2.01,2.43,2.76,2.17,1.6,1.59,0.87,1.0,0.82,0.79,1.07,0.94,0.7,0.73,0.59,0.66
d_0,1.44,2.38,2.05,3.23,2.12,1.63,1.3,1.22,1.0,0.72,0.99,1.02,0.78,0.82,0.77,0.74
c_0,2.43,3.11,1.51,2.9,1.9,1.86,1.35,1.3,1.35,1.0,1.03,1.66,0.95,0.85,0.92,0.84
f_0,2.23,2.65,2.72,2.67,1.99,1.74,1.29,0.88,1.02,0.98,1.0,1.03,0.99,0.74,1.49,0.62
b_0,2.34,2.96,2.25,2.57,2.68,1.54,1.39,1.1,1.03,0.57,1.1,1.0,0.84,1.32,0.85,0.89
h_0,2.68,3.44,2.82,2.7,2.57,1.43,1.65,1.42,1.26,1.01,0.92,1.15,1.0,0.75,0.96,0.96
a_0,2.81,3.21,3.44,2.66,2.9,,1.86,1.4,1.29,1.17,1.53,0.81,1.37,1.0,1.49,1.12
e_0,3.1,4.74,2.86,3.04,2.74,2.28,1.77,1.69,1.28,1.13,0.66,1.14,0.97,0.66,1.0,0.99
g_0,2.91,3.07,4.13,3.11,3.02,2.15,1.57,1.55,1.41,1.15,1.53,1.08,1.01,0.86,1.02,1.0
