,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.93,0.97,0.84,0.75,0.6,0.67,0.61,0.62,0.6,0.57,0.52,0.54,0.49,0.59
e_1,0.81,1.0,0.94,1.06,1.02,0.81,0.79,0.75,0.89,0.67,0.69,0.76,0.6,0.59,0.58,0.59
d_1,1.09,1.03,1.0,0.91,0.89,0.85,0.69,0.6,0.67,0.78,0.72,0.61,0.59,0.57,0.56,0.48
c_1,1.03,0.91,1.1,1.0,1.29,0.87,0.71,0.63,0.49,0.61,0.47,0.59,0.58,0.54,0.55,0.53
b_1,1.18,1.0,1.11,0.81,1.0,1.33,0.85,0.75,0.67,0.76,0.77,0.64,0.66,0.54,0.66,0.62
a_1,1.28,1.25,1.17,1.14,0.76,1.0,0.93,0.87,0.86,0.84,0.92,0.73,0.73,0.84,0.76,0.72
h_1,1.65,1.35,1.41,1.46,1.16,1.03,1.0,1.1,0.94,0.84,0.91,0.82,0.86,0.79,0.8,0.9
g_1,1.53,1.32,1.6,1.58,1.29,1.2,0.91,1.0,0.91,0.86,0.93,1.1,0.81,0.82,0.83,0.8
d_0,1.55,1.16,1.51,2.04,1.52,1.16,1.1,1.12,1.0,0.8,0.92,0.94,0.95,0.96,0.91,0.93
c_0,1.67,1.54,1.28,1.71,1.31,1.15,1.21,1.13,1.24,1.0,1.35,0.99,1.02,1.17,0.89,0.93
b_0,1.66,1.5,1.38,2.03,1.35,1.06,1.11,1.09,1.06,0.76,1.0,0.95,0.94,1.39,0.96,0.88
f_0,1.69,1.33,1.71,1.8,1.49,1.23,1.15,0.91,1.13,0.98,1.03,1.0,1.04,1.04,1.22,0.76
h_0,1.92,1.62,1.65,1.72,1.56,1.32,1.15,1.24,1.12,0.98,1.05,0.96,1.0,0.94,0.86,1.07
a_0,1.85,1.67,1.77,1.88,1.86,1.25,1.23,1.17,1.06,0.9,0.78,1.05,1.1,1.0,1.11,0.96
e_0,1.96,1.71,1.72,1.79,1.55,1.39,1.27,1.16,1.06,1.13,1.03,0.81,1.14,0.96,1.0,0.91
g_0,1.71,1.69,2.05,1.78,1.61,1.34,1.09,1.29,1.08,1.08,1.13,1.31,0.92,1.02,1.09,1.0
