,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,96.21,88.44,54.63,86.69,114.54,378.11,6990.82,16351.93,19283.43,24029.0,32204.49,25349.0,97856.67,83112.37,92397.13,189120.18
e_1,45.42,112.13,58.07,100.43,104.98,368.88,7384.84,17090.4,20786.06,36681.52,32957.07,39676.09,102170.94,86491.59,91436.14,192000.78
d_1,50.49,53.37,118.17,83.46,100.58,381.01,6975.48,13278.54,30198.7,14591.36,32698.44,35768.08,92668.05,79432.15,116750.1,181613.28
c_1,42.0,39.87,48.46,156.39,174.27,309.77,6336.86,12716.83,11308.97,14842.78,22152.18,32772.35,85170.23,68808.85,98101.47,184962.21
b_1,38.31,43.79,52.38,53.07,202.99,486.9,6389.7,12092.24,16969.02,16233.0,17064.29,32919.35,75023.17,54291.96,98149.26,138904.34
a_1,24.33,27.62,36.2,51.03,54.55,559.65,3978.15,7170.41,10164.73,11001.93,14715.83,18993.49,52447.19,35278.46,70703.52,128996.89
h_1,14.66,14.69,16.98,23.14,27.51,104.45,2973.69,4783.88,4422.96,5848.08,8617.36,10508.15,24512.27,22844.42,28715.93,68002.01
g_1,8.0,11.03,17.53,17.5,21.44,87.56,1410.21,5506.71,4872.61,4667.95,6143.76,11124.6,21477.05,17067.05,28468.77,31113.43
c_0,11.15,11.15,10.57,13.55,19.48,81.86,1639.2,2791.54,5664.88,5165.27,10193.44,7722.45,19950.87,19244.59,26200.68,46742.98
d_0,9.01,8.86,9.86,27.63,22.82,77.26,1356.5,3122.39,2842.64,6072.15,5284.57,7837.32,19554.0,15985.44,24906.64,33876.8
b_0,8.29,9.73,10.53,17.93,16.05,58.2,1416.93,2796.66,2945.7,4502.94,7908.59,6780.63,20752.55,24892.79,26066.84,38620.74
f_0,7.56,8.41,11.25,14.68,18.45,64.3,1245.46,2272.07,3245.89,3425.81,5261.43,9253.46,17376.16,12879.67,33478.52,29875.25
h_0,7.18,6.72,8.68,10.82,15.31,44.15,688.83,2167.94,2578.95,2737.86,3206.65,4871.11,9425.72,9307.2,15065.62,29178.69
a_0,6.34,7.2,8.23,11.89,14.94,29.39,942.5,2082.69,2593.33,2995.98,3164.96,4866.76,15802.96,16631.01,16399.66,26325.41
e_0,7.26,4.64,7.58,9.63,13.38,31.65,960.75,1579.15,2412.47,2396.41,3356.04,3741.44,13427.84,9860.02,22772.01,21212.75
g_0,4.58,4.97,8.25,8.63,13.57,35.59,639.5,1067.53,1907.55,2112.14,2786.92,5363.13,9405.25,9127.56,13058.07,16889.22
