,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,g_0,e_0
e_1,2.26,0.99,0.68,1.02,0.66,0.66,1.45,3.13,1.37,1.49,1.8,1.53,1.51,2.33,2.09,1.07
f_1,1.44,2.28,0.76,0.8,0.62,0.53,1.55,1.71,1.31,1.7,1.47,0.86,1.35,2.03,1.58,0.97
d_1,0.88,0.97,2.43,0.61,0.65,0.59,1.69,1.17,1.2,3.11,1.98,1.75,1.67,2.35,2.28,1.63
c_1,0.8,0.85,0.82,2.48,1.35,0.65,1.55,1.47,1.32,0.94,1.2,1.44,1.21,1.75,1.48,1.42
b_1,0.76,0.78,0.89,0.79,2.8,1.36,1.58,1.45,1.3,1.51,0.95,1.74,1.13,2.12,1.85,1.5
a_1,0.9,0.95,0.9,0.85,0.62,3.15,1.81,1.69,1.35,1.82,1.67,1.74,0.77,2.21,2.51,1.33
h_1,0.95,1.31,1.03,0.81,0.76,0.6,3.17,1.61,1.74,1.77,1.59,1.57,1.52,1.72,2.57,1.71
d_0,0.85,1.01,0.64,1.65,0.83,0.64,1.63,2.94,1.47,1.15,1.69,1.69,1.59,2.18,2.03,1.56
g_1,0.85,0.73,1.46,0.9,0.75,0.65,1.7,1.58,3.72,1.86,1.95,2.97,1.76,1.96,1.64,1.97
c_0,1.11,0.97,0.94,0.8,0.58,0.64,1.76,2.25,1.43,2.98,3.29,1.97,2.02,2.47,2.79,1.59
b_0,0.94,1.13,1.01,1.09,0.57,0.42,1.73,2.11,1.54,1.62,3.18,2.02,3.22,2.2,2.2,1.65
f_0,0.85,0.8,1.14,0.99,0.77,0.69,1.7,1.9,1.5,1.78,2.02,3.4,1.82,2.6,2.7,3.61
a_0,0.91,1.02,1.12,1.14,0.83,0.38,1.79,2.04,1.62,1.62,1.76,1.81,3.54,2.32,2.13,1.91
h_0,0.99,1.27,0.99,0.9,0.61,0.79,1.45,2.08,2.09,1.61,1.73,1.66,1.65,1.53,3.0,1.45
g_0,0.85,0.92,1.42,0.92,0.71,0.57,1.78,1.76,0.97,1.77,2.01,2.61,1.99,2.31,1.83,1.87
e_0,0.63,1.27,1.04,0.97,0.92,0.64,1.78,1.86,1.55,1.85,1.89,1.77,1.68,2.64,2.22,3.32
