,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.1,1.75,1.75,3.19,18.35,33.01,27.8,39.13,36.75,62.46,84.64,87.04,117.07,127.25
f_1,1.17,1.0,1.06,1.43,1.56,2.58,15.72,26.43,25.09,30.77,32.51,43.25,68.58,80.61,89.36,111.09
d_1,0.89,0.94,1.0,1.08,1.39,2.65,16.23,19.02,32.78,26.66,30.83,43.33,67.37,68.87,95.0,82.88
c_1,0.57,0.69,0.93,1.0,1.62,2.25,11.77,18.16,18.24,15.7,19.07,35.62,54.7,54.87,70.23,77.27
b_1,0.57,0.64,0.7,0.65,1.0,2.96,11.22,15.9,20.94,17.11,19.4,31.74,55.73,39.9,61.28,69.64
a_1,0.31,0.39,0.37,0.45,0.35,1.0,6.24,8.71,10.18,11.24,12.23,16.31,27.77,30.31,34.15,40.61
h_1,0.06,0.06,0.06,0.08,0.09,0.16,1.0,1.71,1.48,1.62,1.85,2.82,4.41,4.62,4.86,7.3
g_1,0.03,0.04,0.05,0.06,0.06,0.11,0.57,1.0,1.17,1.06,1.16,2.26,2.88,2.79,4.01,4.4
c_0,0.03,0.04,0.03,0.06,0.05,0.1,0.66,0.83,1.0,1.25,1.48,1.71,2.77,3.25,3.53,3.88
d_0,0.03,0.03,0.04,0.06,0.06,0.09,0.59,0.98,0.77,1.0,1.13,1.75,2.89,2.64,3.41,4.05
b_0,0.03,0.03,0.03,0.05,0.05,0.08,0.55,0.89,0.69,0.87,1.0,1.54,2.33,3.24,3.01,3.24
f_0,0.02,0.02,0.02,0.03,0.03,0.06,0.34,0.46,0.57,0.57,0.65,1.0,1.63,1.58,2.58,1.81
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.23,0.35,0.37,0.37,0.43,0.59,1.0,0.92,1.29,1.76
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.21,0.37,0.31,0.36,0.31,0.67,1.09,1.0,1.36,1.34
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.25,0.28,0.3,0.35,0.41,0.76,0.7,1.0,1.12
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.23,0.25,0.24,0.31,0.55,0.59,0.7,0.96,0.99
