,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.0,44.7,69.56,103.72,114.05,285.56,8530.1,12900.56,16449.85,29121.94,23807.97,30281.44,68974.03,68772.26,65572.17,178929.63
f_1,74.25,109.17,58.11,81.55,103.9,268.5,7756.99,10521.97,14807.24,17417.7,23226.32,14457.17,55115.33,57312.79,65641.46,133440.71
d_1,38.46,51.89,138.93,68.23,79.2,295.05,8260.3,10132.88,25122.61,11972.55,23556.33,26470.7,61462.8,70374.73,91426.94,145948.86
c_1,32.8,44.5,56.13,164.18,143.39,228.57,7255.22,10688.74,7084.05,14430.49,17823.34,22275.91,54323.26,42857.83,93636.42,117957.89
b_1,36.18,42.32,52.97,52.89,197.65,382.36,6563.19,8432.85,15578.62,16325.25,11960.98,21447.98,53533.82,42901.44,86730.96,104959.7
a_1,28.42,27.5,41.14,49.43,40.81,468.75,6361.08,5985.26,9859.2,10746.12,17458.96,17198.23,41876.63,28929.58,62286.39,75730.05
h_1,12.33,15.05,17.99,19.55,20.78,63.58,3665.46,3480.76,4516.38,3993.66,5307.8,7683.89,11733.4,15503.99,20777.04,52399.05
g_1,9.82,9.54,21.93,16.56,23.11,61.07,1767.06,4621.92,3774.79,3953.89,5689.86,10276.3,12784.35,12857.62,22948.34,20475.31
c_0,9.46,12.33,13.87,14.48,18.87,53.55,1770.79,2180.37,5127.63,4007.09,7593.07,6237.04,13885.43,14987.51,23498.22,33262.83
d_0,8.18,11.71,8.26,27.57,20.8,55.35,1871.69,2211.25,2522.11,5388.32,4515.73,5483.09,14030.69,10262.38,19920.71,25378.22
b_0,8.82,9.49,14.14,16.55,15.29,38.5,1708.29,2133.3,2887.95,3581.53,6817.53,5596.02,11386.46,20376.51,16060.69,28307.79
f_0,7.09,8.37,12.74,17.39,17.93,47.21,1508.64,1731.9,3027.73,3307.25,4434.89,7646.7,13039.89,11658.93,32443.25,25183.53
h_0,6.52,10.03,10.93,11.34,12.22,29.15,925.62,2107.14,2012.87,2642.26,3898.12,3370.68,7609.3,10895.77,14817.56,24544.23
a_0,6.41,7.11,8.99,11.71,12.69,26.79,1407.95,1654.12,2475.12,3000.09,2787.02,3853.16,8689.32,14744.0,15267.4,23358.92
e_0,3.48,8.05,8.56,10.76,11.2,31.4,1271.91,1339.41,1930.19,2256.14,2814.15,2458.72,8578.66,5795.76,19984.13,18017.13
g_0,4.2,4.58,11.1,8.78,10.0,31.99,745.29,1222.57,1825.59,1855.58,3047.7,4011.31,6931.07,7118.23,10476.89,13337.42
