,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.42,0.42,0.47,0.42,0.39,0.1,0.16,0.09,0.08,0.1,0.13,0.05,0.08,0.09,0.08
e_1,0.26,0.17,0.5,0.51,0.52,0.46,0.13,0.17,0.1,0.09,0.09,0.13,0.07,0.1,0.15,0.07
d_1,0.52,0.5,0.15,0.51,0.45,0.38,0.11,0.07,0.14,0.08,0.09,0.08,0.06,0.09,0.08,0.04
c_1,0.48,0.37,0.56,0.15,0.41,0.37,0.14,0.13,0.05,0.13,0.09,0.08,0.07,0.09,0.09,0.06
b_1,0.5,0.46,0.49,0.26,0.13,0.48,0.14,0.11,0.09,0.13,0.16,0.09,0.07,0.08,0.08,0.08
a_1,0.54,0.49,0.48,0.43,0.23,0.09,0.17,0.15,0.1,0.09,0.12,0.09,0.07,0.11,0.08,0.07
h_1,0.44,0.38,0.34,0.41,0.43,0.37,0.06,0.1,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.05
g_1,0.5,0.45,0.38,0.36,0.38,0.36,0.08,0.05,0.08,0.08,0.09,0.07,0.04,0.08,0.08,0.06
d_0,0.39,0.24,0.58,0.39,0.41,0.38,0.12,0.14,0.06,0.09,0.09,0.1,0.07,0.08,0.1,0.07
c_0,0.41,0.41,0.22,0.86,0.47,0.35,0.12,0.11,0.13,0.05,0.08,0.09,0.06,0.09,0.08,0.06
b_0,0.4,0.42,0.27,0.56,0.6,0.41,0.11,0.11,0.11,0.04,0.05,0.08,0.05,0.07,0.07,0.05
f_0,0.71,0.38,0.39,0.39,0.34,0.32,0.11,0.08,0.08,0.09,0.09,0.04,0.05,0.08,0.08,0.03
h_0,0.42,0.4,0.35,0.39,0.37,0.33,0.16,0.1,0.09,0.07,0.09,0.08,0.07,0.07,0.06,0.06
a_0,0.42,0.42,0.35,0.46,0.5,0.4,0.15,0.11,0.09,0.07,0.04,0.08,0.06,0.04,0.07,0.06
e_0,0.53,0.48,0.33,0.38,0.34,0.38,0.11,0.09,0.08,0.09,0.09,0.04,0.05,0.07,0.03,0.05
g_0,0.46,0.36,0.34,0.47,0.45,0.36,0.09,0.13,0.09,0.07,0.08,0.07,0.04,0.07,0.07,0.07
