,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.43,0.6,1.03,0.94,0.99,0.8,0.26,0.31,0.19,0.2,0.25,0.18,0.14,0.19,0.22,0.14
f_1,0.88,0.42,0.86,0.92,0.85,0.89,0.21,0.28,0.18,0.17,0.24,0.17,0.1,0.16,0.17,0.14
d_1,1.02,1.11,0.41,1.02,0.93,0.76,0.24,0.17,0.29,0.18,0.18,0.2,0.12,0.17,0.17,0.08
c_1,0.82,0.99,1.25,0.4,0.94,0.76,0.27,0.3,0.12,0.25,0.2,0.2,0.16,0.17,0.19,0.15
b_1,1.03,1.32,1.25,0.6,0.37,1.04,0.37,0.31,0.21,0.34,0.22,0.32,0.17,0.21,0.21,0.17
a_1,1.18,1.4,1.34,1.29,0.68,0.32,0.4,0.36,0.32,0.31,0.28,0.36,0.22,0.3,0.35,0.19
h_1,1.79,1.86,1.79,1.71,1.66,1.46,0.28,0.54,0.38,0.34,0.37,0.35,0.33,0.33,0.3,0.25
g_1,2.04,2.04,1.98,1.85,1.75,1.71,0.38,0.27,0.46,0.45,0.36,0.39,0.22,0.34,0.31,0.29
d_0,1.27,1.91,3.28,2.0,1.89,1.74,0.62,0.69,0.31,0.46,0.42,0.43,0.36,0.39,0.4,0.32
c_0,2.19,2.18,1.32,3.01,2.14,1.8,0.65,0.55,0.71,0.28,0.48,0.43,0.28,0.38,0.36,0.27
f_0,2.1,2.79,1.98,2.14,2.1,1.82,0.59,0.41,0.49,0.4,0.27,0.52,0.31,0.43,0.4,0.2
b_0,2.08,2.27,1.8,3.25,2.71,2.1,0.57,0.62,0.51,0.28,0.43,0.27,0.32,0.39,0.35,0.26
h_0,2.26,2.43,2.4,2.46,2.48,2.25,0.78,0.68,0.51,0.51,0.5,0.48,0.41,0.44,0.39,0.33
a_0,2.49,2.71,2.29,2.68,2.85,3.38,0.72,0.66,0.56,0.47,0.54,0.29,0.37,0.27,0.51,0.33
e_0,2.9,3.36,2.39,2.56,2.56,2.15,0.67,0.59,0.58,0.51,0.28,0.57,0.42,0.57,0.27,0.28
g_0,2.7,2.73,2.47,2.89,2.96,2.54,0.62,0.76,0.7,0.53,0.6,0.51,0.33,0.5,0.51,0.44
