,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.89,1.27,0.93,0.84,0.71,0.78,0.87,0.58,0.7,0.69,0.68,0.55,0.67,0.6
f_1,1.27,1.0,0.84,0.95,0.96,0.77,0.58,0.69,0.69,0.66,0.61,0.51,0.47,0.61,0.43,0.55
d_1,1.12,1.19,1.0,0.82,0.94,0.85,0.68,0.54,0.69,0.83,0.64,0.56,0.7,0.57,0.6,0.45
c_1,0.79,1.06,1.2,1.0,1.4,0.73,0.72,0.67,0.45,0.49,0.5,0.59,0.59,0.55,0.5,0.58
b_1,1.1,1.05,1.07,0.72,1.0,1.46,0.67,0.73,0.76,0.8,0.88,0.72,0.66,0.54,0.58,0.62
a_1,1.16,1.29,1.19,1.34,0.69,1.0,0.99,0.86,0.78,0.69,0.86,0.87,0.72,0.67,0.65,0.59
h_1,1.38,1.71,1.52,1.4,1.47,1.04,1.0,1.25,0.91,0.85,0.88,0.89,0.78,0.81,0.8,0.86
g_1,1.28,1.44,1.86,1.46,1.4,1.17,0.79,1.0,0.85,1.0,0.82,1.25,0.76,0.82,1.02,0.83
d_0,1.12,1.42,1.47,2.22,1.36,1.26,1.1,1.16,1.0,0.81,1.06,1.01,1.0,0.91,0.91,0.93
c_0,1.74,1.52,1.18,1.92,1.23,1.34,1.16,0.98,1.23,1.0,1.31,1.04,1.01,1.06,1.02,0.95
b_0,1.48,1.63,1.55,1.99,1.15,1.05,1.12,1.16,0.99,0.79,1.0,1.01,1.0,1.42,0.83,0.99
f_0,1.47,1.9,1.83,1.66,1.37,1.09,1.14,0.83,1.07,0.92,0.98,1.0,0.97,0.92,1.44,0.78
h_0,1.51,2.15,1.46,1.68,1.52,1.35,1.27,1.36,0.96,1.0,0.98,0.99,1.0,1.1,0.99,0.98
a_0,1.79,1.64,1.7,1.78,1.92,1.65,1.25,1.21,1.18,0.98,0.74,1.1,0.91,1.0,0.93,0.97
e_0,1.6,2.47,1.57,2.08,1.64,1.48,1.25,0.95,1.17,1.01,1.29,0.73,0.99,1.07,1.0,1.02
g_0,1.72,1.72,2.27,1.79,1.52,1.62,1.13,1.18,1.04,1.09,1.03,1.3,1.03,1.04,1.04,1.0
