,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.08,1.02,0.89,0.82,0.62,0.48,0.35,0.58,0.44,0.45,0.37,0.39,0.33,0.36,0.3
f_1,0.93,1.0,1.23,1.0,0.81,0.7,0.4,0.49,0.36,0.38,0.35,0.35,0.29,0.31,0.22,0.31
e_1,0.98,0.81,1.0,1.22,0.95,0.75,0.58,0.44,0.47,0.65,0.49,0.44,0.36,0.32,0.36,0.35
c_1,1.13,0.99,0.82,1.0,1.32,0.68,0.61,0.47,0.39,0.3,0.41,0.43,0.36,0.42,0.36,0.31
b_1,1.22,1.23,1.05,0.76,1.0,1.14,0.54,0.53,0.43,0.52,0.4,0.43,0.32,0.41,0.41,0.41
a_1,1.6,1.42,1.33,1.46,0.88,1.0,0.72,0.75,0.68,0.53,0.54,0.56,0.46,0.56,0.44,0.42
h_1,2.0,2.49,1.76,1.72,1.89,1.43,1.0,1.09,0.79,0.8,0.79,0.78,0.67,0.75,0.7,0.74
g_1,2.79,1.96,2.41,2.13,1.96,1.31,0.93,1.0,0.94,0.92,0.89,1.12,0.73,0.59,0.81,0.65
c_0,1.66,2.82,2.13,2.46,2.31,1.58,1.29,1.07,1.0,1.18,1.27,0.92,0.93,0.73,0.78,0.72
d_0,2.37,2.46,1.61,3.3,1.92,1.91,1.23,1.09,0.85,1.0,0.91,1.0,0.75,0.77,0.83,0.82
b_0,2.2,2.88,2.14,2.55,2.23,1.71,1.27,1.17,0.8,1.1,1.0,1.09,1.29,1.0,1.02,0.96
f_0,2.71,2.74,2.26,2.44,2.4,1.71,1.24,0.89,1.05,1.02,0.92,1.0,0.86,1.0,1.09,0.69
a_0,2.59,3.09,2.79,2.84,3.09,2.47,1.52,1.35,1.08,1.21,0.76,1.19,1.0,1.06,0.82,0.99
h_0,3.03,3.45,3.08,2.45,2.34,1.66,1.33,1.72,1.36,1.29,1.04,1.02,0.96,1.0,0.91,1.08
e_0,2.88,4.18,2.79,2.91,2.62,2.25,1.55,1.29,1.27,1.22,1.02,0.91,1.24,1.04,1.0,0.96
g_0,3.44,3.06,2.64,3.17,2.52,2.43,1.36,1.58,1.42,1.16,0.98,1.4,1.01,0.89,1.0,0.99
