,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.12,3.43,3.56,4.56,4.7,4.48,0.93,1.11,0.82,0.91,0.83,1.51,0.41,0.69,0.78,0.79
e_1,2.38,1.12,5.13,4.77,4.2,3.9,1.32,1.64,0.96,0.93,0.97,1.26,0.68,1.23,0.7,1.7
d_1,5.05,5.86,1.11,4.54,4.15,3.39,1.34,0.85,0.87,2.34,0.94,0.87,0.65,0.86,0.4,0.96
c_1,4.9,3.83,6.1,1.12,5.06,6.26,1.44,1.35,1.71,0.54,1.06,0.95,0.74,1.04,0.73,0.95
b_1,7.27,7.99,6.62,3.06,1.13,6.16,1.73,1.94,1.69,1.34,2.56,1.2,1.06,1.29,1.19,1.22
a_1,11.08,9.36,8.61,10.68,3.86,1.14,2.65,2.63,1.79,1.83,2.65,1.47,1.32,4.3,1.13,1.6
h_1,14.92,13.82,13.8,14.38,15.11,14.32,1.75,4.22,2.69,3.32,2.86,3.08,3.09,2.67,2.24,2.91
g_1,22.03,18.27,18.09,18.1,18.53,18.66,3.71,1.78,4.01,4.34,4.2,3.63,2.28,3.6,3.49,4.37
c_0,21.65,20.13,10.35,39.38,23.07,19.04,6.11,6.09,2.26,5.18,3.93,3.86,2.8,4.3,2.46,3.38
d_0,19.94,10.32,34.03,22.03,20.98,25.3,5.83,7.27,5.23,2.27,3.9,4.15,3.06,3.74,3.14,3.92
b_0,21.17,21.28,15.41,28.64,44.53,18.66,5.67,6.2,2.19,5.48,2.15,4.35,2.73,5.33,2.63,3.59
f_0,44.06,24.8,19.64,20.32,27.29,19.44,6.48,4.79,4.3,4.28,4.52,2.24,3.44,3.88,1.95,4.43
h_0,31.06,27.34,25.46,29.17,29.51,24.3,12.06,8.67,6.07,7.11,5.48,6.52,7.75,5.26,4.17,4.74
a_0,39.47,26.01,27.72,31.5,43.76,48.61,9.86,7.86,6.62,7.89,3.18,6.02,4.02,2.42,4.38,6.2
g_0,45.11,37.83,32.42,43.15,36.26,27.98,7.89,15.72,5.74,8.09,6.35,8.43,3.52,7.41,7.6,6.56
e_0,47.36,51.3,35.43,37.06,36.26,32.98,8.95,7.86,6.49,6.96,6.94,3.24,5.2,5.88,6.0,2.51
