,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.69,0.85,1.1,0.77,0.81,0.43,0.55,0.6,0.44,0.39,0.34,0.36,0.31,,0.25
f_1,1.45,1.0,0.88,1.03,0.8,0.8,0.39,0.5,0.41,0.45,0.37,,0.31,0.3,0.36,0.31
d_1,1.17,1.13,1.0,0.93,1.01,0.77,0.46,0.34,,0.56,0.45,0.38,0.37,0.34,0.32,0.24
c_1,0.91,0.97,1.08,1.0,1.38,0.8,0.55,0.56,0.35,,0.43,0.37,0.35,0.4,0.44,0.39
b_1,1.3,1.25,0.99,0.73,1.0,1.31,0.62,0.46,0.48,0.57,,0.41,0.41,,0.44,0.26
a_1,1.23,1.26,1.29,1.24,0.77,1.0,0.77,0.64,0.57,0.7,0.53,0.59,0.55,,,
h_1,2.31,2.59,2.17,1.82,1.61,1.29,1.0,1.18,0.84,0.77,0.75,0.71,,0.63,0.65,0.89
g_1,1.83,1.99,2.93,1.78,2.19,1.56,0.85,1.0,1.07,0.95,1.09,1.64,0.65,0.63,0.51,
d_0,1.65,2.41,,2.87,2.07,1.74,1.19,0.93,1.0,0.95,0.88,0.88,0.85,0.95,0.71,0.56
c_0,2.29,2.24,1.79,,1.75,1.42,1.29,1.05,1.06,1.0,1.33,0.84,0.7,0.78,0.8,0.62
b_0,2.59,2.72,2.24,2.33,,1.89,1.34,0.92,1.14,0.75,1.0,0.99,0.93,1.14,0.97,0.77
f_0,2.91,,2.62,2.68,2.44,1.7,1.41,0.61,1.14,1.19,1.01,1.0,0.69,0.83,1.08,0.53
h_0,2.76,3.25,2.68,2.82,2.43,1.82,,1.53,1.18,1.42,1.08,1.45,,1.11,0.73,1.17
a_0,3.27,3.3,2.98,2.47,,,1.6,1.6,1.06,1.28,0.87,1.2,0.9,1.0,,
e_0,,2.77,3.09,2.29,2.29,,1.55,1.98,1.4,1.25,1.03,0.92,1.36,,1.0,0.8
g_0,3.94,3.18,4.1,2.59,3.84,,1.13,,1.79,1.61,1.29,1.87,0.86,,1.25,
