,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.91,0.34,0.25,0.37,0.29,0.19,0.26,0.25,0.48,0.27,0.25,0.27,0.28,0.17,0.13,0.21
f_1,0.55,0.9,0.31,0.28,0.24,0.16,0.26,0.21,0.28,0.25,0.24,0.15,0.26,0.17,0.12,0.17
d_1,0.35,0.35,0.91,0.22,0.27,0.18,0.26,0.25,0.19,0.5,0.34,0.24,0.27,0.2,0.19,0.19
c_1,0.28,0.32,0.28,0.9,0.5,0.2,0.29,0.2,0.29,0.15,0.19,0.26,0.25,0.17,0.17,0.21
b_1,0.31,0.37,0.29,0.29,0.89,0.35,0.29,0.22,0.28,0.24,0.15,0.27,0.24,0.13,0.2,0.18
a_1,0.35,0.34,0.33,0.31,0.22,0.88,0.3,0.28,0.33,0.29,0.29,0.3,0.28,0.16,0.2,0.25
h_1,0.34,0.47,0.4,0.28,0.3,0.16,0.61,0.35,0.29,0.27,0.25,0.28,0.2,0.16,0.19,0.31
g_1,0.33,0.32,0.55,0.28,0.29,0.16,0.29,0.61,0.28,0.31,0.26,0.44,0.26,0.19,0.22,0.19
d_0,0.34,0.35,0.19,0.59,0.3,0.24,0.31,0.26,0.52,0.21,0.27,0.28,0.29,0.18,0.19,0.2
c_0,0.39,0.43,0.36,0.25,0.21,0.21,0.3,0.28,0.33,0.54,0.55,0.28,0.33,0.28,0.2,0.26
b_0,0.43,0.39,0.36,0.34,0.21,0.16,0.29,0.29,0.35,0.36,0.51,0.31,0.35,0.4,0.21,0.25
f_0,0.32,0.29,0.4,0.34,0.3,0.21,0.35,0.28,0.34,0.3,0.28,0.5,0.31,0.2,0.44,0.26
h_0,0.41,0.49,0.37,0.31,0.27,0.17,0.24,0.33,0.28,0.32,0.23,0.29,0.22,0.21,0.17,0.33
a_0,0.4,0.42,0.39,0.29,0.28,0.16,0.34,0.27,0.31,0.32,0.32,0.29,0.34,0.45,0.22,0.23
e_0,0.27,0.4,0.45,0.29,0.28,0.22,0.36,0.27,0.31,0.33,0.34,0.35,0.31,0.22,0.47,0.31
g_0,0.33,0.31,0.52,0.34,0.31,0.18,0.29,0.21,0.25,0.34,0.3,0.46,0.32,0.19,0.24,0.19
