,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.36,0.24,0.26,0.26,0.29,0.23,0.58,0.96,0.66,0.5,0.71,0.6,0.61,0.64,0.72,
f_1,0.39,2.39,0.3,0.31,0.23,0.31,0.58,0.68,0.51,0.57,0.48,,0.73,0.6,0.75,0.5
d_1,0.28,0.28,2.4,0.25,0.26,0.23,0.46,,0.88,0.5,0.62,0.68,0.86,0.74,0.77,0.66
c_1,0.3,0.25,0.26,2.57,0.37,0.4,0.49,0.63,,0.44,0.5,0.72,0.71,0.68,0.76,0.8
b_1,0.33,0.37,0.24,0.34,2.83,0.3,0.49,0.51,0.57,0.5,,0.62,0.85,,0.6,0.68
a_1,0.34,0.19,0.33,0.22,0.31,3.46,0.58,0.71,0.6,,,,0.96,,0.63,
h_1,0.54,0.66,0.54,0.59,0.47,0.49,3.73,1.09,1.41,1.5,0.93,1.0,,,1.97,1.01
d_0,0.49,0.52,,0.86,0.73,0.65,1.35,3.31,1.42,1.26,1.6,1.39,2.09,1.25,1.65,1.38
c_0,0.58,0.66,0.52,,0.52,0.53,1.16,1.49,3.35,1.19,2.31,1.29,1.58,1.51,1.81,
g_1,0.52,0.52,0.79,0.56,0.4,,0.75,1.22,1.19,4.26,1.07,1.23,1.63,1.28,,1.0
b_0,0.41,0.8,0.63,0.6,,,1.64,1.08,1.32,1.28,3.62,1.68,2.02,2.11,1.36,1.15
f_0,0.51,,0.62,0.47,0.62,,1.1,1.57,1.74,1.34,1.17,4.0,1.94,1.26,1.29,
h_0,0.88,0.9,0.68,0.83,0.71,0.62,,1.5,1.91,1.47,1.55,1.4,,1.84,3.2,
a_0,0.64,0.63,0.58,0.46,,,,1.69,1.63,1.12,1.18,1.53,1.38,4.55,,
g_0,0.69,0.68,0.96,0.81,0.94,0.79,1.37,1.65,1.25,,1.83,2.78,1.6,,,1.75
e_0,,0.54,0.77,0.55,0.72,,1.97,1.38,,1.46,1.6,,,,1.64,4.71
