,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.76,0.89,1.11,1.03,1.03,1.16,1.26,0.97,0.97,1.12,1.14,1.12,1.01,1.28,1.26
f_1,1.32,1.0,0.97,0.94,0.93,0.96,0.86,0.94,0.94,1.02,0.99,0.95,0.79,1.01,0.98,0.66
d_1,1.13,1.03,1.0,0.93,0.87,0.97,1.02,0.76,1.27,0.88,0.97,1.01,1.08,0.86,0.84,0.97
c_1,0.9,1.06,1.08,1.0,1.42,0.91,1.05,0.76,0.8,0.88,0.88,0.96,0.84,1.22,1.01,0.89
b_1,0.97,1.07,1.15,0.7,1.0,1.31,0.99,1.12,1.24,1.17,0.84,0.75,1.1,0.83,0.98,1.09
a_1,0.97,1.04,1.04,1.1,0.76,1.0,0.95,1.19,1.03,1.22,1.11,0.93,1.03,,1.09,1.01
h_1,0.83,1.22,0.98,0.97,1.02,1.02,1.0,1.0,0.88,1.19,0.93,1.12,1.3,0.84,1.17,0.96
d_0,0.77,1.07,1.23,1.4,0.91,0.84,0.97,1.0,1.0,1.12,1.11,1.17,1.13,0.88,1.04,1.06
c_0,1.03,1.11,0.75,1.32,0.86,1.07,1.19,1.12,1.0,0.98,1.42,1.2,1.12,1.21,1.07,1.15
g_1,1.02,0.97,1.15,1.16,0.87,0.8,0.85,0.89,1.0,1.0,1.01,1.19,0.77,0.96,0.91,1.24
b_0,0.87,1.01,1.04,1.2,1.18,0.91,1.1,0.92,0.66,1.0,1.0,0.94,1.15,1.39,1.07,1.22
f_0,0.85,1.02,0.95,1.01,1.35,1.12,0.88,0.92,0.81,0.88,0.98,1.0,1.18,0.92,0.72,1.42
h_0,0.87,1.29,0.94,1.24,0.87,1.0,0.78,0.9,0.89,1.3,0.93,0.81,1.0,0.78,1.12,1.03
a_0,0.88,0.97,1.17,0.86,1.26,,1.15,1.21,0.81,1.07,0.67,1.03,1.2,1.0,0.89,0.95
g_0,0.74,1.03,1.18,0.95,1.03,0.88,0.88,0.94,0.93,,0.96,1.3,0.93,1.21,1.0,1.09
e_0,0.88,1.52,0.93,1.07,0.96,0.94,1.05,0.92,0.91,0.85,0.82,0.7,0.96,1.04,0.91,1.0
