,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,10077.74,1057.97,1760.27,2357.26,3180.85,11873.24,1122014.13,2807330.69,7616070.78,6268818.75,8584107.39,9709369.14,38058019.54,54230305.82,14900625.32,118368413.55
f_1,2159.46,10428.26,1955.1,2176.16,2463.46,10035.49,1155919.86,2460946.3,3649496.36,5197685.61,2029682.39,9066531.49,36031413.37,45176087.01,27503699.12,96571921.05
d_1,884.49,1126.73,22741.91,1886.12,2781.01,15339.1,1192137.49,2660558.47,800086.5,17280987.99,7569758.4,9891022.54,37682367.39,44990025.64,54749496.43,93583234.91
c_1,949.85,1139.97,1767.57,24441.96,5952.33,10585.28,1152376.38,2383154.99,3983005.65,1226128.87,7684562.74,7696649.77,38891429.47,39757947.22,55579837.29,110836291.23
b_1,1012.18,1051.27,1810.5,2246.29,37589.99,24628.62,1116672.08,3167872.09,3698568.89,6998499.16,9486482.83,1930704.03,36002914.69,38005607.94,50540468.24,109647258.5
a_1,1035.2,1258.46,1931.95,1898.76,2586.8,236631.42,862656.22,2504373.45,3545449.44,8077875.93,7953080.63,10110171.94,52762022.8,25378895.95,54318406.8,133433064.42
h_1,1539.95,2562.18,4181.41,3202.41,5579.75,21785.28,7263570.38,7043702.8,5618464.58,12178760.8,14631674.63,15146114.57,21500187.8,78415377.91,88427769.25,208525589.83
g_1,1494.13,1915.28,6313.58,3383.87,3774.18,20677.55,1635920.48,23517957.56,4580721.23,10871436.2,25821762.18,17619037.8,66976682.38,79102387.28,74605726.22,69306228.11
d_0,1501.22,1928.44,1075.05,7394.13,6183.46,20225.96,2116738.26,5265880.44,19584326.83,8666664.79,16910982.66,20060485.81,60946859.11,87655390.94,105437423.32,167876955.59
c_0,1612.8,2532.08,3922.63,1287.16,4053.84,26842.15,2366338.53,6056631.46,7188896.04,36496088.47,15877894.41,37323758.67,59502593.03,85695439.54,123165286.3,227343430.67
f_0,1563.46,839.4,4669.56,4555.08,5340.98,19598.0,2088443.35,6163164.71,6831719.68,12409339.75,47199159.09,20290669.24,89268620.34,103403690.23,282622994.3,211139455.69
b_0,1706.47,2416.81,3880.3,3740.64,2284.39,19638.4,2168152.05,5219362.06,6499642.64,9467587.9,18487507.71,51102256.41,75052934.27,178106152.55,113610686.48,300094649.04
h_0,1680.12,2715.73,3775.45,3943.36,5116.74,14855.11,881454.87,6540271.6,6078282.73,8230395.43,14004629.13,20029952.35,27065919.59,83692886.96,123217200.01,241293759.41
a_0,1941.67,2165.56,5044.93,2866.64,5230.98,,2510302.4,5078309.5,6002759.81,11054073.13,24118479.71,15552610.59,110781023.13,360019270.12,130279725.2,234040394.42
e_0,839.07,2250.38,3840.82,4818.66,5591.19,27843.29,2124170.1,5806700.59,7587847.39,12639578.78,12027505.01,19265295.38,81435499.96,49537141.2,406552990.35,265236808.12
g_0,1475.9,1491.3,6170.32,3991.58,5403.42,21041.04,1975661.74,2137790.27,5635236.12,10760934.92,23336950.03,18413729.51,67826386.56,69910625.48,113114093.93,112672352.47
