,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.44,1.52,1.37,1.74,1.76,1.56,0.36,0.41,0.53,0.33,0.32,0.7,0.18,0.35,0.28,0.37
e_1,1.01,0.43,1.78,1.89,1.85,1.61,0.5,0.44,0.5,0.34,0.34,0.46,0.26,0.3,0.31,0.75
d_1,1.73,1.93,0.42,1.76,1.93,1.64,0.43,0.93,0.29,0.37,0.29,0.32,0.21,0.3,0.17,0.33
c_1,1.83,1.55,2.45,0.41,1.62,1.55,0.47,0.2,0.6,0.59,0.36,0.33,0.28,0.34,0.21,0.29
b_1,2.13,2.03,1.96,1.01,0.39,2.35,0.62,0.37,0.57,0.52,0.8,0.38,0.27,0.39,0.33,0.33
a_1,3.25,2.36,2.54,2.58,1.08,0.32,0.95,0.48,1.03,0.46,0.68,0.51,0.44,0.89,0.36,0.45
h_1,3.05,2.86,2.79,3.02,2.46,1.96,0.32,0.58,0.89,0.68,0.58,0.57,0.68,0.51,0.39,0.54
d_0,3.23,1.62,5.58,3.68,3.08,2.94,1.12,0.37,1.06,0.71,0.76,0.59,0.5,0.71,0.5,0.63
g_1,3.35,3.12,2.79,3.42,3.29,2.83,0.71,0.81,0.3,0.67,0.7,0.62,0.38,0.66,0.72,0.58
c_0,3.27,3.34,1.72,6.42,3.72,3.78,1.23,0.89,0.78,0.35,0.67,0.65,0.49,0.69,0.5,0.74
b_0,3.28,3.15,2.74,5.02,5.91,3.07,0.95,0.78,1.05,0.37,0.36,0.59,0.5,0.67,0.42,0.57
f_0,7.1,2.91,3.3,3.16,3.58,4.08,1.12,0.67,0.56,0.61,0.74,0.34,0.54,0.76,0.31,0.61
h_0,3.82,3.41,3.77,4.16,4.95,3.35,1.67,0.99,0.93,0.71,0.68,0.74,1.02,0.73,0.63,0.55
a_0,4.0,4.33,3.37,4.23,6.19,5.56,1.5,1.17,1.03,0.78,0.45,0.89,0.61,0.34,0.64,0.93
g_0,4.44,3.85,4.16,4.22,4.52,4.97,0.93,0.89,1.87,0.87,0.85,0.95,0.46,0.67,0.86,0.71
e_0,6.09,5.84,3.67,5.11,4.07,4.68,1.24,0.77,1.37,0.89,0.82,0.37,0.63,1.01,0.51,0.3
