,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.32,1.06,1.41,0.89,0.94,0.72,1.82,3.67,1.68,2.01,2.07,2.19,2.91,1.95,1.51,2.42
f_1,1.76,2.4,1.04,1.0,0.8,0.78,1.72,2.33,1.53,1.95,2.05,1.3,2.39,1.68,1.16,2.17
c_1,1.03,1.07,2.43,0.94,1.65,0.88,1.9,1.9,1.49,1.36,1.41,1.8,2.49,1.59,1.75,2.38
d_1,1.08,1.11,0.82,2.53,0.89,0.8,1.8,1.48,2.02,3.72,2.67,2.24,3.04,2.27,1.89,2.55
b_1,0.94,1.05,1.04,0.98,2.66,1.65,1.8,1.97,1.82,2.03,1.54,2.06,2.6,1.18,1.84,2.39
a_1,1.16,1.28,0.95,1.08,0.99,3.14,2.15,2.23,1.78,2.33,2.22,1.89,2.95,1.29,1.85,2.61
h_1,1.23,1.55,1.15,1.05,1.02,0.89,3.61,2.23,2.3,1.83,1.9,2.2,2.15,1.89,1.88,2.88
d_0,1.06,1.1,1.96,0.77,1.16,0.73,2.02,3.2,1.77,1.6,2.19,2.2,2.62,1.79,2.09,2.52
g_1,1.1,1.01,1.15,1.59,1.0,0.78,1.74,1.8,3.87,2.41,2.06,3.04,3.19,1.59,2.5,2.08
c_0,1.16,1.32,0.92,1.27,0.7,0.86,2.17,2.39,2.02,3.53,3.99,2.6,3.36,2.71,2.25,2.86
b_0,1.26,1.3,1.28,1.11,0.76,0.73,2.0,2.54,2.05,2.37,3.61,2.38,3.1,4.17,2.16,2.4
f_0,0.94,1.09,1.27,1.34,1.09,0.8,2.25,2.27,2.13,2.16,2.31,3.66,3.28,2.4,3.83,2.9
h_0,1.2,1.48,1.04,1.34,0.88,0.77,1.27,2.11,2.3,2.32,2.18,1.99,2.48,1.81,1.89,3.45
a_0,1.26,1.39,1.18,1.13,0.88,0.56,1.94,2.4,1.84,2.45,2.51,2.12,3.31,3.92,2.05,2.81
e_0,1.02,1.24,1.25,1.25,1.06,0.94,2.31,2.05,2.01,2.35,2.28,2.26,2.93,1.98,3.73,2.85
g_0,1.07,1.08,1.07,1.7,0.96,0.87,2.03,1.94,1.68,2.42,2.35,3.31,3.09,1.95,2.51,2.15
