,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.54,2.76,2.48,2.52,2.29,0.73,0.57,0.51,0.72,0.56,0.63,0.38,0.48,0.63,0.43
f_1,2.58,1.09,2.6,2.46,2.21,2.21,0.55,0.56,0.47,0.85,0.53,0.66,0.27,0.44,0.42,0.41
c_1,2.02,2.79,1.09,3.01,2.79,2.18,0.7,0.33,0.65,0.68,0.49,0.46,0.35,0.49,0.49,0.37
d_1,2.99,2.45,2.79,1.09,2.34,2.27,0.68,0.76,0.48,0.43,0.51,0.5,0.34,0.49,0.49,0.26
b_1,3.02,3.84,1.81,2.86,1.11,3.73,0.92,0.64,0.98,0.94,0.87,0.61,0.45,0.59,0.62,0.42
a_1,4.05,4.27,3.93,4.04,2.18,1.11,1.44,0.97,0.86,1.23,1.04,0.95,0.68,1.05,0.84,0.63
h_1,8.52,9.51,10.31,8.8,8.1,8.16,1.49,2.08,1.79,2.83,2.02,1.78,1.67,1.74,1.54,1.27
d_0,6.97,11.89,11.8,15.02,12.61,11.02,3.62,1.74,2.48,3.53,2.51,2.35,1.93,2.08,2.41,2.03
c_0,11.55,11.44,16.5,7.33,11.38,11.68,3.52,3.57,1.82,3.05,2.37,2.61,1.96,2.31,2.24,1.6
g_1,11.59,11.52,12.69,10.69,11.33,10.53,2.71,2.84,2.58,1.58,2.6,2.38,1.46,1.97,2.13,1.71
b_0,12.32,12.98,19.71,10.97,17.68,11.62,3.99,3.31,1.59,3.88,1.83,2.72,2.09,2.44,2.34,1.83
f_0,12.82,20.46,13.51,13.23,13.26,12.5,4.19,3.03,3.32,2.55,3.17,1.76,2.32,2.62,2.58,1.4
h_0,20.66,19.18,19.03,18.03,18.87,15.96,6.46,3.96,3.59,5.26,3.63,3.76,3.09,2.95,3.4,2.67
a_0,18.1,19.63,20.43,23.32,29.9,30.11,5.79,4.63,3.42,5.91,2.47,4.33,2.73,2.18,3.43,2.38
e_0,21.68,28.37,19.82,18.43,21.3,16.45,5.04,4.54,3.9,5.39,4.57,2.32,3.02,4.1,2.17,2.59
g_0,21.28,22.81,21.2,22.84,20.98,22.74,4.62,4.66,4.16,7.03,4.46,4.47,2.47,3.84,3.99,3.41
