,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,0.88,1.0,0.95,0.86,0.75,0.34,0.42,0.32,0.34,0.31,0.34,0.23,0.28,0.29,0.25
d_1,1.0,0.64,1.05,0.94,0.87,0.78,0.4,0.31,0.4,0.42,0.38,0.33,0.27,0.33,0.31,0.2
e_1,0.73,0.96,0.65,1.04,0.98,0.91,0.47,0.47,0.36,0.43,0.33,0.43,0.3,0.33,0.43,0.35
c_1,1.02,1.15,0.86,0.62,1.05,0.87,0.44,0.44,0.44,0.25,0.36,0.33,0.31,0.35,0.31,0.32
b_1,1.12,1.14,1.03,0.7,0.61,1.17,0.54,0.47,0.47,0.37,0.42,0.4,0.32,0.37,0.37,0.3
a_1,1.34,1.31,1.23,1.13,0.72,0.57,0.64,0.62,0.43,0.48,0.55,0.45,0.39,0.47,0.45,0.36
h_1,1.86,1.53,1.47,1.62,1.48,1.23,0.53,0.69,0.53,0.59,0.52,0.51,0.55,0.5,0.5,0.46
g_1,1.7,1.79,1.6,1.72,1.73,1.29,0.62,0.52,0.58,0.6,0.56,0.61,0.43,0.6,0.53,0.51
c_0,1.86,1.22,1.89,2.25,1.65,1.63,0.83,0.75,0.54,0.94,0.72,0.6,0.56,0.65,0.58,0.46
d_0,1.72,2.26,1.19,1.99,1.77,1.65,0.81,0.93,0.6,0.54,0.58,0.72,0.57,0.63,0.62,0.65
b_0,1.9,1.51,1.74,2.19,2.15,1.6,0.87,0.82,0.47,0.79,0.54,0.64,0.57,0.76,0.64,0.52
f_0,2.45,1.85,1.79,1.91,1.7,1.69,0.81,0.67,0.69,0.69,0.67,0.52,0.63,0.65,0.7,0.41
h_0,2.08,1.99,1.93,1.92,1.74,1.49,0.89,0.94,0.7,0.75,0.69,0.63,0.64,0.6,0.64,0.61
a_0,2.29,1.85,1.98,1.95,2.24,2.16,1.0,0.87,0.67,0.73,0.49,0.72,0.68,0.52,0.69,0.61
e_0,2.7,2.0,2.04,2.11,1.92,1.72,0.93,0.85,0.73,0.79,0.73,0.5,0.67,0.71,0.51,0.51
g_0,2.46,2.36,1.88,2.03,2.1,1.79,0.8,0.96,0.81,0.76,0.74,0.72,0.54,0.75,0.76,0.67
