,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,b_0,d_0,f_0,h_0,a_0,e_0,g_0
d_1,117.81,63.11,49.96,63.24,109.18,224.16,6885.15,11033.83,23088.81,23458.4,15128.54,38462.43,65796.7,60763.32,83057.2,160736.98
f_1,47.44,120.29,86.0,73.0,93.43,251.19,6850.61,10276.22,11644.66,19272.88,21255.21,15564.28,56360.95,60837.76,64652.43,143067.48
e_1,51.35,50.32,121.65,93.84,109.57,204.52,7772.29,10845.87,12851.51,18733.24,37607.9,36608.91,68815.29,63260.6,48101.52,133873.48
c_1,51.82,44.85,44.44,156.67,163.06,173.37,6240.53,11076.61,6611.83,13899.81,17707.73,34584.8,56964.36,57043.92,62407.35,135510.91
b_1,41.94,49.93,41.56,46.7,207.18,353.54,5905.21,8291.1,11234.13,9419.44,14540.96,25499.69,52194.73,51493.54,57711.29,125782.17
a_1,35.09,34.05,39.43,51.99,39.38,400.09,5436.16,7336.19,8730.12,16278.32,16400.07,19117.82,56945.55,33709.84,61505.78,96666.37
h_1,16.76,18.44,12.79,21.28,25.56,52.71,3293.33,3864.64,3368.37,5060.66,4517.48,8355.53,11552.29,16392.66,20200.25,49644.55
g_1,17.63,11.73,11.39,16.0,22.84,49.74,1525.94,4750.72,3140.51,3962.75,4136.31,11350.01,15789.31,13884.97,16425.29,22165.95
c_0,10.95,14.14,12.13,14.47,19.62,53.68,1788.09,2600.19,4565.68,7982.64,5592.04,9459.04,17242.29,18254.91,18456.46,35803.07
b_0,10.8,12.59,11.22,18.49,15.68,34.03,1593.92,2590.81,2335.16,5842.88,4781.56,7328.07,15250.93,19518.25,16019.11,28688.54
d_0,6.94,9.62,9.36,26.71,20.88,36.72,1639.26,2353.49,2171.0,3626.96,6211.78,7416.45,13537.22,12987.51,16460.64,30774.35
f_0,9.04,9.41,7.63,14.18,20.1,38.87,1255.94,1829.92,2176.3,3487.04,3611.83,8999.95,12940.1,9294.33,23012.12,24245.33
h_0,8.66,9.49,7.47,11.4,14.83,25.45,965.18,2060.69,1806.09,2938.71,3076.36,5196.98,7660.15,8702.35,12784.43,26925.75
a_0,8.31,7.78,6.57,11.13,15.21,18.94,1160.87,1784.49,1679.62,2686.33,3146.51,5662.16,11187.81,15137.83,10310.99,27193.48
e_0,6.97,8.27,4.23,12.44,14.35,27.0,918.88,1643.67,1793.28,2899.05,2434.02,3893.27,10156.76,10877.61,17374.4,21516.93
g_0,7.59,5.66,5.42,8.89,12.59,23.49,817.04,1139.26,1584.93,2283.73,2107.71,5284.03,6686.96,5387.2,9079.23,14053.91
