,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.41,0.71,0.63,0.7,0.68,0.61,0.28,0.28,0.39,0.27,0.28,0.36,0.21,0.26,0.3,0.27
e_1,0.47,0.4,0.65,0.76,0.75,0.74,0.39,0.31,0.39,0.36,0.3,0.35,0.27,0.33,0.37,0.29
d_1,0.71,0.79,0.39,0.62,0.59,0.59,0.33,0.35,0.25,0.44,0.31,0.31,0.26,0.3,0.32,0.18
c_1,0.67,0.58,0.82,0.38,0.77,0.55,0.39,0.3,0.39,0.19,0.27,0.28,0.25,0.3,0.28,0.24
b_1,0.74,0.63,0.72,0.43,0.37,0.96,0.37,0.36,0.38,0.32,0.39,0.27,0.28,0.28,0.28,0.27
a_1,0.8,0.69,0.73,0.79,0.39,0.3,0.4,0.34,0.36,0.3,0.43,0.31,0.25,0.44,0.32,0.29
h_1,0.72,0.62,0.57,0.68,0.55,0.51,0.24,0.3,0.37,0.35,0.33,0.31,0.28,0.24,0.26,0.25
c_0,0.73,0.65,0.42,1.04,0.64,0.55,0.36,0.23,0.29,0.34,0.33,0.31,0.24,0.3,0.29,0.24
g_1,0.63,0.58,0.7,0.69,0.65,0.55,0.29,0.31,0.21,0.31,0.25,0.3,0.21,0.32,0.29,0.27
d_0,0.66,0.43,0.67,0.83,0.69,0.62,0.33,0.29,0.37,0.23,0.27,0.28,0.25,0.28,0.27,0.28
b_0,0.67,0.64,0.51,0.81,0.8,0.53,0.3,0.19,0.39,0.31,0.21,0.27,0.24,0.34,0.28,0.3
f_0,0.89,0.6,0.53,0.62,0.67,0.59,0.35,0.3,0.25,0.3,0.31,0.22,0.29,0.29,0.35,0.17
h_0,0.67,0.63,0.57,0.66,0.59,0.55,0.36,0.31,0.33,0.28,0.26,0.24,0.28,0.26,0.28,0.29
a_0,0.68,0.62,0.6,0.65,0.81,0.67,0.38,0.26,0.33,0.27,0.17,0.26,0.26,0.19,0.27,0.26
e_0,0.77,0.69,0.59,0.63,0.62,0.61,0.34,0.26,0.32,0.31,0.26,0.16,0.24,0.26,0.18,0.24
g_0,0.74,0.59,0.65,0.68,0.54,0.55,0.26,0.32,0.39,0.29,0.27,0.34,0.18,0.28,0.25,0.27
