,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.8,4.37,2.59,2.71,2.35,2.4,10.39,9.74,14.26,12.22,13.91,9.82,19.64,15.78,11.03,18.5
e_1,2.79,6.0,2.4,3.63,3.03,2.68,9.4,9.92,22.36,12.94,13.87,13.27,20.03,14.63,11.48,20.29
d_1,3.04,2.72,6.69,2.21,2.68,2.78,11.48,11.77,9.72,23.32,16.94,14.97,21.44,15.42,15.25,23.46
c_1,2.7,2.34,2.87,7.23,5.35,2.97,10.14,9.14,11.19,8.03,10.2,12.55,18.43,12.84,14.1,17.72
b_1,2.67,2.99,2.64,2.89,7.85,5.76,10.58,9.95,11.54,12.51,9.56,12.64,18.15,8.92,14.3,17.56
a_1,3.02,2.65,3.01,3.04,2.94,11.19,10.4,9.62,13.12,15.01,12.99,12.6,22.68,9.57,14.9,22.07
h_1,4.0,2.88,3.18,2.64,2.68,2.98,17.94,13.98,11.18,12.87,15.02,14.83,17.33,16.12,14.1,26.49
g_1,2.75,2.69,4.53,3.14,2.79,3.33,10.79,22.21,12.06,13.82,13.6,20.91,21.58,12.61,18.62,19.29
d_0,2.88,2.84,2.28,5.49,3.43,2.75,10.22,10.38,20.28,9.97,15.25,12.87,19.58,15.43,13.93,19.68
c_0,3.18,2.97,3.47,2.6,2.3,3.55,11.99,11.27,14.17,20.81,26.63,15.58,20.71,19.43,16.58,24.49
b_0,3.31,2.79,3.52,3.33,2.16,2.66,11.46,12.06,14.58,15.15,23.39,14.69,24.35,28.49,17.17,23.6
f_0,2.51,2.23,3.68,3.77,3.36,3.65,12.86,12.95,13.73,15.66,17.11,25.83,22.03,15.97,32.15,24.16
h_0,3.77,2.81,3.35,3.01,2.62,2.85,8.24,14.0,13.3,14.46,16.5,14.2,19.04,13.95,17.22,25.4
a_0,3.08,3.03,3.37,3.39,2.8,2.08,11.6,13.4,14.58,13.09,14.36,15.74,22.11,30.92,14.89,23.57
e_0,3.4,2.28,3.33,3.46,2.98,3.55,11.99,14.08,12.93,14.57,16.82,16.39,22.66,13.74,32.26,22.44
g_0,2.79,2.63,4.51,3.39,2.78,2.5,10.41,10.4,11.14,14.58,15.99,21.59,21.59,15.71,17.31,20.52
