,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.83,0.93,1.16,1.02,1.07,1.03,1.42,1.0,1.03,0.93,1.14,1.08,0.97,1.06,0.94
f_1,1.21,1.0,0.94,0.95,1.01,0.86,0.88,1.03,0.94,1.06,0.97,0.91,0.87,0.94,1.09,0.86
d_1,1.06,1.06,1.0,1.02,0.91,0.95,0.94,0.88,1.25,0.79,1.1,1.01,0.96,0.99,0.81,0.92
c_1,0.86,1.05,1.02,1.0,1.3,0.94,0.98,0.77,0.91,0.97,0.85,0.96,1.05,0.89,1.0,1.08
b_1,0.98,0.99,1.11,0.78,1.0,1.41,1.07,0.92,1.0,1.05,1.03,0.97,1.03,1.0,1.0,1.07
a_1,0.93,1.18,1.01,1.07,0.72,1.0,1.27,1.06,1.02,1.18,1.24,1.02,1.16,1.28,1.19,1.06
h_1,0.96,1.14,1.05,1.01,0.95,0.77,1.0,1.02,0.95,1.15,0.97,0.88,0.92,0.92,1.15,0.92
d_0,0.74,0.97,1.12,1.29,1.06,0.94,1.03,1.0,0.81,1.06,0.99,0.99,1.08,0.88,1.12,1.15
c_0,0.97,1.05,0.82,1.12,0.98,0.97,1.08,1.18,1.0,1.07,1.33,1.1,0.97,1.24,1.0,1.08
g_1,0.97,0.96,1.22,1.02,0.96,0.82,0.86,0.93,0.96,1.0,0.93,1.25,0.79,0.87,0.99,1.02
b_0,1.04,1.01,0.87,1.16,1.0,0.84,1.0,0.96,0.74,1.05,1.0,0.99,1.17,1.5,0.97,1.1
f_0,0.93,1.16,0.96,1.01,1.06,0.92,1.17,0.96,0.93,0.8,1.05,1.0,0.98,1.11,0.88,1.46
h_0,0.94,1.16,1.01,0.9,1.01,0.86,1.06,0.95,0.99,1.24,0.87,0.96,1.0,0.94,1.19,0.89
a_0,1.04,1.04,1.01,1.12,1.11,0.8,1.04,1.04,0.83,1.13,0.73,0.87,1.0,1.0,1.09,0.92
g_0,0.97,0.9,1.25,0.98,0.98,0.83,0.87,0.92,0.98,1.0,1.02,1.17,0.86,0.84,1.0,0.92
e_0,1.01,1.2,1.11,0.88,0.94,0.95,1.09,0.79,0.94,0.98,1.02,0.72,1.18,1.05,1.13,1.0
