,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9959.19,3384.8,3726.28,6207.64,8022.1,30143.21,4553164.04,20210717.27,8185086.49,12331674.17,19769822.19,22111625.46,116887718.65,120666474.87,243360109.0,84189464.17
f_1,4438.18,13009.01,3772.12,4938.43,7463.53,20765.09,4306701.07,11348406.88,9170611.1,13393062.31,20812486.92,9697846.14,120394667.95,136243710.69,200111840.95,111315022.78
d_1,2649.67,3614.09,15665.74,4072.7,7428.67,25313.59,4776846.41,4469023.94,13068370.88,26400955.34,19951931.33,22607286.12,107347589.21,187929511.45,218848121.93,151713209.2
c_1,2044.31,3284.53,3106.39,23771.07,17744.83,28163.95,4720431.3,12541859.14,9194398.7,6654233.66,15730881.61,19729590.22,103864591.15,151179777.36,194531964.68,167104554.19
b_1,2200.05,2977.26,3691.28,5716.02,45037.63,61583.35,4515897.33,11706857.89,8667138.84,12296664.37,9203731.13,23548494.41,83253453.28,115275041.04,172828948.21,200870638.86
a_1,2682.41,4000.36,3273.12,5941.67,8972.65,201137.09,4451267.88,11563162.71,9222574.28,11229514.81,15261048.1,20978888.39,107226473.05,60628858.39,238865801.69,154064650.89
h_1,3024.41,5457.14,4893.54,5635.15,9198.66,37930.41,14490989.33,13801109.0,15087575.96,17194999.69,24890500.37,27761679.17,84070434.58,147211658.67,396031843.97,208103700.35
d_0,3039.56,4118.77,2345.43,13613.2,11982.97,29494.32,5436340.3,25709112.1,10581230.63,9872051.14,21782185.19,25223579.59,142527241.43,204555424.15,259121700.28,201451549.46
g_1,2634.89,3636.12,7373.31,6108.44,9849.37,25467.09,5169883.38,12257952.65,38873449.62,16856999.24,24573482.54,39709379.23,133802332.24,214469829.33,153271087.83,218101206.86
c_0,3099.74,4476.72,4971.4,4480.28,7110.33,36249.27,6995820.71,11049712.31,12958133.56,34002999.45,47359351.3,30585364.12,159894267.98,234662212.02,329382726.97,239776111.66
b_0,3318.38,4034.76,5206.68,6826.62,5559.57,31549.56,5999542.25,16047601.76,11672022.41,16621114.58,51455803.98,34394434.06,151349894.56,424880926.65,326497264.74,233391924.76
f_0,2513.53,2816.33,4645.67,7225.59,12966.78,36108.35,6494527.61,15246025.11,13426339.09,15363798.19,25683476.28,58824792.21,140479023.87,201021431.34,341494191.22,427361944.65
h_0,3072.29,5466.65,5037.2,6736.16,9977.78,25113.32,3427313.37,13101612.39,16833070.7,15217496.12,26447718.03,29074696.22,78820685.72,173367297.64,328010257.2,191829132.06
a_0,3202.83,4607.09,4997.14,7229.96,10677.97,12640.29,6010975.33,13420014.08,13642437.87,15774967.35,26771058.71,30530156.87,175585268.08,510859344.17,262456308.94,199515856.76
g_0,2896.16,3105.81,7482.52,7236.36,10513.47,35150.27,4876795.8,12762617.77,7643338.75,13497607.27,22812652.71,43292094.69,125700962.85,174619692.98,203855663.5,269001771.4
e_0,1503.21,4191.8,5081.6,9227.7,12287.19,43703.35,5472881.8,12347133.01,11623336.3,15013279.69,25999997.99,29975602.3,146950622.09,168286654.82,243684173.68,568881915.15
