,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.49,1.34,1.23,1.92,1.58,1.35,2.88,2.85,5.01,3.35,3.62,3.5,3.99,2.88,4.12,3.73
f_1,2.3,2.52,1.38,1.34,1.49,1.16,2.63,2.78,3.08,3.13,2.38,3.28,3.67,2.38,3.41,3.14
d_1,1.58,1.68,2.56,1.2,1.35,1.41,3.11,2.61,2.91,4.81,3.31,3.83,3.82,3.52,4.16,3.72
c_1,1.13,1.54,1.58,2.56,2.17,1.65,2.78,2.77,2.69,1.95,3.03,2.53,3.93,3.12,3.52,3.18
b_1,1.38,1.51,1.57,1.34,2.69,2.44,2.79,2.97,3.28,3.24,2.79,2.27,4.5,3.32,3.92,2.83
a_1,1.54,1.66,1.55,1.44,1.3,3.25,3.21,3.0,3.18,3.55,3.54,3.5,4.13,3.39,4.45,2.83
h_1,1.41,1.9,1.59,1.61,1.41,1.4,4.23,3.51,2.98,3.33,3.18,3.5,3.63,2.84,4.97,3.32
g_1,1.3,1.4,2.12,1.74,1.43,1.45,2.65,4.52,2.81,3.46,4.71,3.68,3.98,3.64,4.22,3.33
d_0,1.27,1.53,1.11,2.54,1.62,1.5,3.03,3.14,4.28,2.49,3.53,2.94,3.89,3.4,4.11,3.29
c_0,1.59,1.66,1.53,1.6,1.25,1.41,3.21,3.39,3.9,4.41,4.07,5.6,4.67,3.63,4.17,4.2
f_0,1.18,1.35,1.85,1.72,1.66,1.66,3.11,2.54,3.31,3.33,4.58,3.53,3.91,6.46,4.08,3.86
b_0,1.5,1.64,1.5,1.78,1.38,1.37,3.13,3.12,3.48,2.79,3.93,4.65,4.83,3.56,4.51,5.97
h_0,1.55,2.0,1.72,1.58,1.36,1.42,2.66,3.79,3.27,2.86,3.62,3.07,3.64,3.36,5.22,3.46
e_0,1.16,1.77,1.72,1.69,1.52,1.72,3.5,3.29,3.57,3.35,2.67,3.35,4.52,5.44,4.22,3.21
g_0,1.37,1.52,2.07,1.58,1.44,1.45,2.99,2.73,2.94,3.45,4.71,3.58,3.65,4.19,4.06,3.33
a_0,1.42,1.68,1.78,1.68,1.51,1.34,3.3,3.51,3.01,3.2,3.27,3.21,4.82,3.83,4.08,5.34
