,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,g_0,a_0,e_0
f_1,0.01,0.07,0.11,0.09,0.08,0.18,0.13,0.24,0.18,0.34,,0.21,0.15,0.29,0.41,
d_1,0.09,0.01,0.1,0.07,0.09,,0.19,0.17,,0.24,0.22,0.19,0.25,0.16,0.36,0.26
e_1,0.04,0.07,0.01,0.08,0.1,0.14,0.17,0.18,0.18,0.24,0.23,0.27,0.25,0.27,0.27,
c_1,0.05,0.08,0.06,0.01,0.08,,0.11,0.16,0.1,,0.17,0.18,0.23,0.2,0.24,0.36
b_1,0.05,0.05,0.04,0.03,0.01,0.09,0.11,0.14,0.11,0.12,0.1,,0.13,0.19,,0.27
a_1,0.01,,0.01,,0.01,,0.03,0.03,0.03,0.03,0.03,0.04,0.04,,,
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
