,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,107.53,51.19,53.37,91.88,138.67,508.77,7422.9,14499.4,16470.44,28588.8,23263.9,37381.42,94777.4,101818.67,91471.46,165241.7
f_1,81.28,112.43,54.48,74.92,107.93,449.35,5994.98,11839.39,15378.32,15549.72,20767.75,20941.9,75038.54,90382.63,80655.95,129343.49
d_1,53.06,63.22,113.91,64.9,114.39,430.75,7827.0,12423.29,24240.3,12918.54,24618.73,33541.11,85893.23,101294.27,115465.59,140830.37
c_1,44.47,50.58,44.83,146.38,210.53,323.16,5386.4,11582.69,8814.55,13677.31,16686.34,26723.39,77138.12,93569.78,93723.39,124866.74
b_1,35.41,46.25,43.89,48.83,227.25,721.75,4991.75,9733.79,12316.1,10976.61,10645.17,21129.78,62181.95,64905.91,83140.54,105675.45
a_1,25.06,26.99,32.54,48.03,44.24,676.04,3898.68,5675.81,7153.92,9633.18,10269.54,15524.72,55635.4,32471.03,55009.46,83252.45
h_1,13.95,19.84,15.75,22.2,32.79,115.78,2917.24,4326.12,4108.17,4057.42,5537.48,7137.25,17562.52,30127.69,29865.43,52232.43
g_1,9.31,11.06,19.04,15.08,27.19,105.89,1521.09,4952.35,3553.56,2843.69,3971.37,10337.6,19138.26,22327.83,23795.48,26045.1
c_0,12.41,13.34,11.79,15.26,22.54,109.61,1540.79,2916.66,4704.83,3716.04,7273.05,7142.35,20565.61,25332.48,24994.83,35054.98
d_0,9.24,11.61,7.89,27.39,31.59,85.46,1479.03,2905.96,2793.56,4978.73,3956.26,6779.78,18258.12,24749.67,23869.87,33309.56
b_0,11.38,12.03,10.72,15.96,19.3,74.39,1480.5,2625.54,2690.32,3835.38,5985.74,6855.17,19898.72,36279.79,25570.96,29255.5
f_0,6.89,8.94,10.42,15.45,21.98,79.67,1330.98,2189.0,2816.77,3315.97,3937.95,8109.48,17110.21,20629.12,38395.53,21543.62
h_0,6.75,10.53,8.12,9.25,14.99,54.35,780.51,1947.38,2054.39,2284.46,2429.64,4293.25,9725.87,14642.05,14912.68,25818.42
a_0,6.62,6.64,8.13,9.09,17.27,46.63,810.65,1595.59,1979.22,1768.28,2189.64,3443.03,10683.29,18873.19,11104.64,17551.76
e_0,4.62,7.97,7.13,10.91,15.34,51.64,844.31,1532.73,1679.72,2013.02,2720.25,3186.79,10439.66,14756.97,21370.81,17683.16
g_0,5.7,6.37,8.78,8.01,12.75,48.67,772.92,1300.27,1715.83,1707.12,2402.11,4971.07,7944.52,12403.58,12877.19,14005.82
