,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.91,1.14,1.04,0.96,0.99,1.19,1.31,0.83,1.02,1.05,1.15,0.88,0.99,1.12
f_1,1.24,1.0,0.92,0.97,1.02,0.93,0.89,1.0,1.09,1.08,1.0,0.79,0.74,1.11,0.8,0.94
d_1,1.1,1.08,1.0,0.83,1.0,1.01,1.06,0.78,0.95,1.3,1.02,0.89,1.25,0.96,1.04,0.82
c_1,0.88,1.03,1.21,1.0,1.5,0.74,1.07,0.93,0.65,0.74,0.94,0.98,0.96,0.89,0.94,1.07
b_1,0.96,0.99,1.0,0.67,1.0,1.67,0.9,1.16,1.34,1.2,1.04,1.07,1.03,0.96,0.9,1.01
a_1,1.04,1.07,0.99,1.35,0.6,1.0,1.3,1.06,1.03,0.85,1.07,1.09,0.99,0.95,0.93,0.95
h_1,1.02,1.12,0.95,0.92,1.07,0.75,1.0,1.31,0.82,0.9,0.98,0.93,1.03,1.11,0.98,1.07
g_1,0.83,1.01,1.28,1.07,0.86,0.93,0.77,1.0,0.91,1.1,0.82,1.31,0.87,0.97,1.22,1.0
d_0,0.75,0.99,1.06,1.66,0.78,0.98,1.18,1.12,1.0,0.94,1.01,1.11,1.2,1.05,1.08,1.15
c_0,1.1,0.97,0.77,1.63,0.84,1.02,1.12,0.96,1.07,1.0,1.32,1.15,1.2,1.13,1.12,1.27
b_0,0.94,1.04,1.01,1.17,0.92,0.88,0.97,1.2,1.01,0.76,1.0,1.01,1.01,1.41,0.85,1.03
f_0,0.96,1.46,1.12,1.01,0.92,0.89,1.02,0.79,0.94,0.88,1.03,1.0,1.02,0.89,1.85,0.85
h_0,0.79,1.41,0.79,1.08,0.93,1.04,0.97,1.17,0.82,0.83,0.96,0.98,1.0,0.99,0.97,1.08
a_0,1.07,0.94,1.03,1.05,1.08,1.0,0.95,1.01,1.03,0.93,0.7,1.04,1.01,1.0,0.91,1.01
e_0,1.02,1.21,0.92,1.08,1.02,1.0,1.02,0.79,1.03,0.92,1.22,0.54,1.05,1.09,1.0,1.06
g_0,0.88,1.02,1.25,0.93,0.97,1.11,0.9,1.03,0.81,0.83,0.95,1.18,0.95,0.99,0.93,1.0
