,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.41,0.44,0.69,0.77,0.73,0.64,0.39,0.4,0.4,0.33,0.37,0.32,0.27,0.33,0.38,0.3
f_1,0.76,0.41,0.63,0.67,0.64,0.6,0.29,0.39,0.33,0.26,0.34,0.29,0.21,0.26,0.25,0.28
d_1,0.69,0.71,0.38,0.64,0.7,0.66,0.33,0.25,0.4,0.35,0.28,0.31,0.25,0.27,0.3,0.18
c_1,0.55,0.72,0.79,0.38,0.75,0.62,0.42,0.36,0.2,0.35,0.3,0.26,0.25,0.31,0.28,0.25
b_1,0.64,0.76,0.69,0.45,0.36,0.8,0.38,0.4,0.3,0.4,0.32,0.41,0.28,0.3,0.31,0.26
a_1,0.72,0.79,0.65,0.74,0.42,0.3,0.38,0.37,0.35,0.29,0.34,0.37,0.33,0.55,0.27,0.28
h_1,0.6,0.72,0.64,0.58,0.61,0.61,0.24,0.41,0.3,0.26,0.28,0.27,0.24,0.26,0.27,0.24
g_1,0.59,0.64,0.7,0.67,0.59,0.58,0.26,0.22,0.3,0.27,0.31,0.28,0.19,0.27,0.27,0.25
d_0,0.42,0.62,0.8,0.81,0.64,0.59,0.4,0.41,0.23,0.25,0.3,0.29,0.26,0.3,0.33,0.3
c_0,0.68,0.75,0.4,0.82,0.58,0.64,0.36,0.33,0.42,0.23,0.28,0.39,0.25,0.31,0.33,0.26
f_0,0.57,0.77,0.67,0.66,0.55,0.56,0.33,0.25,0.31,0.28,0.22,0.28,0.23,0.27,0.38,0.17
b_0,0.64,0.67,0.54,0.83,0.65,0.56,0.33,0.33,0.3,0.16,0.3,0.22,0.25,0.37,0.29,0.26
h_0,0.61,0.69,0.62,0.63,0.59,0.52,0.42,0.34,0.29,0.26,0.26,0.26,0.28,0.23,0.27,0.25
a_0,0.63,0.63,0.62,0.67,0.73,0.55,0.35,0.33,0.3,0.24,0.31,0.18,0.26,0.19,0.29,0.26
e_0,0.63,0.88,0.63,0.67,0.6,0.68,0.32,0.31,0.27,0.24,0.16,0.26,0.21,0.24,0.19,0.21
g_0,0.58,0.65,0.69,0.63,0.62,0.62,0.29,0.35,0.28,0.26,0.3,0.24,0.19,0.23,0.28,0.25
