,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.94,2.53,2.24,1.54,1.61,0.42,0.46,0.37,0.36,0.33,0.33,0.26,0.29,1.69,0.25
f_1,1.84,0.17,1.48,1.77,1.6,1.84,0.35,0.72,0.27,0.27,0.39,0.92,0.15,0.35,0.28,0.29
d_1,1.94,1.93,0.15,1.88,1.88,1.46,0.59,0.25,0.26,1.31,0.28,0.34,0.22,0.34,0.29,0.16
c_1,1.42,1.72,2.2,0.14,1.74,1.68,0.43,0.58,1.15,0.17,0.38,0.31,0.23,0.36,0.29,0.24
b_1,1.4,1.42,2.14,0.88,0.13,2.33,0.55,0.61,0.52,0.42,1.23,0.39,0.4,0.38,0.31,0.23
a_1,1.88,1.95,1.27,1.74,0.98,0.1,0.49,0.51,0.4,0.42,0.46,0.38,0.33,1.79,0.4,0.32
h_1,0.91,0.99,0.89,0.94,1.11,0.67,0.06,0.31,0.18,0.19,0.2,0.22,0.43,0.21,0.16,0.17
g_1,0.86,1.17,0.8,0.81,1.13,1.07,0.21,0.06,0.21,0.2,0.21,0.27,0.11,0.2,0.22,0.28
c_0,1.06,1.08,0.45,3.37,0.86,1.0,0.26,0.3,0.07,0.3,0.19,0.17,0.18,0.18,0.2,0.13
d_0,0.54,1.07,2.74,0.85,0.82,1.05,0.33,0.3,0.22,0.08,0.17,0.18,0.15,0.21,0.17,0.18
b_0,0.89,1.03,0.81,1.02,2.69,0.65,0.29,0.23,0.1,0.21,0.06,0.19,0.12,0.19,0.19,0.11
f_0,0.84,3.03,0.8,0.99,0.97,0.84,0.23,0.12,0.14,0.17,0.19,0.06,0.16,0.21,0.24,0.1
h_0,0.87,0.97,0.84,0.94,1.1,0.87,0.61,0.29,0.18,0.17,0.22,0.16,0.27,0.18,0.16,0.12
a_0,0.86,1.09,0.67,1.27,1.06,,0.22,0.42,0.16,0.27,0.09,0.17,0.09,0.05,0.25,0.12
e_0,2.74,1.37,0.9,0.66,0.73,0.87,0.32,0.27,0.19,0.17,0.27,0.11,0.11,0.24,0.04,0.1
g_0,0.77,1.15,0.68,1.02,1.17,1.11,0.18,0.62,0.19,0.2,0.18,0.16,0.1,0.15,0.19,0.3
