,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.45,0.37,0.58,0.38,0.3,0.29,0.29,0.47,0.24,0.3,0.28,0.3,0.19,0.16,0.22
f_1,0.75,0.95,0.39,0.41,0.39,0.26,0.25,0.25,0.32,0.29,0.25,0.14,0.22,0.21,0.13,0.19
d_1,0.48,0.56,0.95,0.37,0.42,0.3,0.28,0.24,0.22,0.43,0.29,0.24,0.3,0.21,0.22,0.19
c_1,0.38,0.47,0.55,0.94,0.69,0.27,0.3,0.27,0.24,0.15,0.19,0.25,0.25,0.2,0.17,0.22
b_1,0.5,0.47,0.52,0.38,0.94,0.6,0.28,0.29,0.31,0.31,0.22,0.29,0.26,0.18,0.18,0.22
a_1,0.56,0.59,0.55,0.64,0.34,0.93,0.39,0.33,0.33,0.27,0.3,0.35,0.32,0.15,0.21,0.23
h_1,0.72,0.95,0.78,0.73,0.7,0.41,0.75,0.57,0.44,0.41,0.43,0.39,0.31,0.32,0.31,0.38
g_1,0.64,0.72,1.08,0.73,0.64,0.46,0.37,0.75,0.39,0.49,0.37,0.67,0.4,0.32,0.41,0.32
d_0,0.7,0.76,0.57,1.32,0.6,0.47,0.5,0.47,0.65,0.35,0.5,0.45,0.47,0.35,0.35,0.39
c_0,0.92,0.83,0.73,0.76,0.53,0.49,0.55,0.45,0.58,0.67,0.71,0.48,0.51,0.42,0.4,0.43
b_0,0.82,0.87,0.88,0.95,0.36,0.37,0.55,0.52,0.51,0.44,0.67,0.51,0.51,0.67,0.34,0.47
f_0,0.79,0.74,0.97,0.86,0.67,0.42,0.51,0.44,0.51,0.44,0.48,0.67,0.49,0.37,0.69,0.39
h_0,0.83,1.23,0.76,0.82,0.69,0.55,0.48,0.67,0.47,0.49,0.47,0.48,0.41,0.46,0.37,0.48
a_0,0.98,0.89,0.89,0.95,0.87,0.49,0.6,0.56,0.58,0.46,0.41,0.53,0.48,0.64,0.36,0.42
e_0,0.69,1.14,0.88,1.1,0.74,0.61,0.63,0.45,0.61,0.54,0.67,0.44,0.49,0.42,0.63,0.46
g_0,0.92,0.86,1.29,0.91,0.69,0.66,0.54,0.48,0.51,0.54,0.53,0.7,0.57,0.41,0.41,0.26
