,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.51,0.63,0.67,0.79,0.61,0.51,0.8,0.78,0.73,1.34,0.85,0.88,0.77,0.84,0.5,0.74
f_1,1.01,1.51,0.68,0.69,0.62,0.5,0.71,0.67,0.69,0.72,0.73,0.4,0.68,0.7,0.44,0.68
d_1,0.71,0.8,1.52,0.51,0.63,0.57,0.88,0.76,1.26,0.48,0.89,0.79,0.69,0.84,0.7,0.76
c_1,0.69,0.68,0.78,1.58,1.07,0.52,0.79,0.68,0.34,0.69,0.77,0.73,0.65,0.75,0.66,0.84
b_1,0.75,0.75,0.78,0.51,1.62,1.03,0.87,0.79,0.77,0.75,0.39,0.77,0.53,0.92,0.72,0.76
a_1,0.79,0.84,0.71,0.79,0.54,1.76,0.97,0.89,1.08,0.89,0.89,0.91,0.6,1.06,0.65,0.95
h_1,0.82,1.23,0.93,0.89,0.63,0.68,1.7,1.32,1.09,0.97,0.92,0.98,0.95,0.72,0.88,1.08
g_1,0.93,0.88,1.26,0.97,0.72,0.66,0.92,1.76,1.08,1.08,0.92,1.34,0.81,1.09,1.12,0.78
c_0,0.96,1.16,0.93,0.84,0.84,0.57,1.1,1.15,1.64,1.2,1.75,1.23,1.03,1.24,1.08,1.07
d_0,0.85,0.9,0.66,1.69,0.84,0.61,1.04,1.1,0.85,1.62,1.14,1.11,0.94,1.28,0.93,1.15
b_0,0.94,1.11,1.05,1.01,0.62,0.53,1.37,1.22,0.93,0.94,1.64,1.0,1.91,1.41,1.03,1.17
f_0,0.82,0.86,1.04,0.99,0.9,0.74,1.25,1.0,1.18,1.17,1.38,1.64,1.17,1.48,2.08,1.12
a_0,0.99,1.14,1.1,0.99,1.02,0.53,1.23,1.21,1.22,1.09,0.9,1.18,1.7,1.37,1.05,0.89
h_0,0.9,1.45,1.16,1.02,0.91,0.61,1.01,1.28,1.17,1.14,1.02,0.88,1.07,0.9,1.09,1.3
e_0,0.67,1.58,0.96,0.98,0.92,1.02,1.34,0.93,1.21,1.12,1.13,0.74,1.04,1.36,1.82,1.38
g_0,0.88,1.01,1.42,0.97,1.05,0.65,1.25,1.07,1.29,0.93,1.25,1.58,1.37,1.27,0.83,0.92
