,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.67,1.31,2.42,2.03,2.02,2.02,1.15,0.84,0.68,0.79,0.72,0.84,0.68,0.68,1.43,0.64
f_1,2.57,0.66,1.87,2.01,1.9,2.09,0.69,0.73,0.78,0.98,0.74,1.18,0.65,0.46,0.59,0.58
c_1,1.76,2.51,0.65,2.66,2.07,1.67,0.97,0.52,1.49,0.85,0.73,0.8,0.66,0.61,0.82,0.63
d_1,2.55,2.28,1.76,0.65,1.96,2.09,0.97,1.87,0.76,0.68,0.8,0.86,0.74,0.65,0.66,0.39
b_1,2.2,2.61,1.42,2.19,0.64,2.49,1.0,0.83,0.89,0.98,1.21,0.75,0.82,0.61,0.76,0.66
a_1,2.45,2.34,3.19,2.69,1.79,0.57,1.35,1.04,1.01,1.25,0.97,0.92,1.67,0.78,1.06,0.87
h_1,2.3,3.17,3.08,2.36,2.6,2.04,0.59,1.21,1.06,1.61,1.02,0.98,0.89,1.76,0.83,0.85
d_0,1.76,3.01,4.16,4.36,3.06,2.15,1.29,0.66,1.11,1.63,1.17,0.92,0.87,0.84,0.88,1.02
c_0,3.14,2.93,6.81,1.97,3.1,2.61,1.25,1.12,0.65,1.56,1.18,0.97,0.83,0.81,0.81,0.72
g_1,3.86,3.44,3.12,2.78,3.15,2.67,0.87,1.12,0.95,0.55,0.92,0.99,0.96,0.68,0.83,1.86
b_0,3.29,3.06,3.78,2.57,6.85,2.71,1.22,1.33,0.68,1.35,0.62,0.86,1.39,0.86,0.94,0.85
f_0,2.48,6.29,3.27,3.17,3.36,3.0,1.52,1.29,1.05,1.09,1.15,0.61,1.14,1.08,1.31,0.67
a_0,3.47,3.83,3.79,3.21,4.14,4.38,1.74,1.48,1.15,1.48,0.69,1.04,0.62,1.21,1.34,0.97
h_0,3.28,4.34,3.58,2.98,3.61,3.48,1.96,1.21,1.3,1.67,1.25,0.99,1.2,1.43,1.01,1.27
e_0,4.74,4.03,3.73,3.1,3.98,2.98,1.59,1.47,1.49,1.67,1.76,0.78,1.45,1.0,0.58,1.28
g_0,3.41,3.36,4.24,4.43,3.58,2.5,1.6,1.53,1.64,,1.27,1.45,1.61,0.82,1.13,1.8
