,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.49,0.4,0.43,0.5,0.46,0.35,0.56,0.52,0.96,0.52,0.58,0.56,0.59,0.51,0.24,0.58
f_1,0.83,1.5,0.44,0.45,0.38,0.3,0.52,0.44,0.54,0.41,0.26,0.49,0.52,0.43,0.27,0.5
d_1,0.45,0.51,1.56,0.43,0.43,0.44,0.56,0.42,0.24,1.09,0.48,0.55,0.58,0.42,0.47,0.41
c_1,0.45,0.51,0.43,1.56,0.73,0.34,0.6,0.46,0.5,0.21,0.5,0.47,0.61,0.47,0.47,0.52
b_1,0.48,0.51,0.44,0.41,1.59,0.65,0.55,0.61,0.53,0.61,0.61,0.23,0.57,0.41,0.46,0.54
a_1,0.53,0.63,0.46,0.47,0.36,1.75,0.5,0.5,0.59,0.61,0.58,0.65,0.87,0.47,0.48,0.68
h_1,0.65,0.95,0.8,0.62,0.71,0.61,1.65,1.06,0.75,0.8,0.83,0.75,0.48,0.66,0.69,0.87
g_1,0.66,0.81,1.13,0.71,0.54,0.57,0.71,1.75,0.68,0.76,1.25,0.91,0.89,0.72,0.6,0.5
d_0,0.56,0.81,0.4,1.28,0.79,0.57,0.99,0.91,1.54,0.64,0.97,1.01,0.9,0.81,0.82,0.82
c_0,0.74,1.04,0.65,0.5,0.59,0.69,1.04,0.99,1.06,1.54,0.94,1.73,0.96,0.8,0.95,1.0
f_0,0.7,0.55,0.94,0.89,0.69,0.57,0.95,0.82,0.9,0.88,1.59,1.0,1.19,0.81,1.82,0.82
b_0,0.74,0.98,0.78,0.79,0.53,0.53,1.0,0.84,0.88,0.59,1.04,1.56,1.0,1.43,0.87,1.17
h_0,0.77,1.09,0.83,0.81,0.75,0.43,0.68,1.04,0.91,0.7,0.8,1.02,0.64,0.71,0.93,1.06
a_0,0.83,0.92,1.04,0.67,0.79,,1.19,0.89,0.9,0.86,1.33,0.73,1.48,1.68,1.17,1.1
e_0,0.57,1.14,0.83,0.93,0.79,0.73,1.06,1.04,1.0,0.9,0.62,0.97,1.07,0.5,1.69,1.1
g_0,0.72,0.73,1.25,0.84,0.8,0.61,0.95,0.6,0.89,0.83,1.29,0.91,0.98,0.68,0.89,0.71
