,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.51,1.07,0.61,0.67,0.65,0.52,0.69,0.62,0.72,0.65,0.7,0.44,0.78,0.57,0.49,0.68
e_1,0.67,1.52,0.59,0.8,0.65,0.53,0.86,0.85,0.78,1.36,0.8,0.8,0.96,0.7,0.46,0.8
d_1,0.76,0.7,1.55,0.51,0.67,0.58,0.87,1.34,0.64,0.71,0.9,0.97,0.85,0.74,0.8,0.73
c_1,0.74,0.59,0.79,1.56,1.05,0.39,0.69,0.39,0.68,0.63,0.63,0.83,0.78,0.7,0.6,0.77
b_1,0.69,0.65,0.76,0.6,1.58,1.05,0.83,0.75,0.77,0.73,0.56,0.76,0.89,0.54,0.72,0.89
a_1,0.78,0.68,0.85,0.95,0.51,1.75,0.99,1.08,0.83,0.87,1.02,0.75,1.02,0.64,0.68,0.96
h_1,1.14,0.82,0.99,0.81,0.88,0.71,1.74,0.92,1.08,1.02,1.14,0.91,0.93,0.79,0.77,1.3
c_0,1.13,1.0,0.84,0.88,0.73,0.74,1.15,1.63,0.76,1.03,1.85,1.11,1.13,1.06,1.07,0.95
g_1,0.88,0.83,1.42,0.91,0.82,0.69,0.89,1.27,1.83,0.95,0.84,1.46,1.14,1.06,0.89,0.97
d_0,1.15,0.79,0.55,1.66,0.81,0.79,0.98,1.0,0.97,1.56,1.05,0.98,1.04,0.95,0.76,1.04
b_0,1.13,1.03,0.95,1.12,0.68,0.52,0.75,0.97,1.18,1.18,1.67,1.01,1.29,1.87,1.11,1.27
f_0,0.89,0.87,0.94,1.08,1.04,0.79,1.18,1.06,0.88,1.21,1.14,1.65,1.26,1.06,1.85,0.91
h_0,1.35,0.92,0.96,1.03,0.88,0.8,0.8,1.15,1.29,1.28,1.21,0.94,0.98,1.0,0.9,1.57
a_0,1.28,1.05,1.04,1.01,1.01,0.44,1.28,1.1,0.87,1.17,0.9,1.05,1.14,1.74,1.02,1.26
e_0,1.23,0.78,0.97,1.13,1.05,0.71,1.2,1.14,1.14,1.23,1.18,0.7,1.28,0.92,1.8,1.4
g_0,1.03,0.97,1.48,1.08,0.89,0.72,1.12,1.22,0.62,1.03,0.98,1.73,0.98,0.97,0.92,0.96
