,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.29,0.61,0.75,0.41,0.48,0.41,0.95,2.21,1.24,0.87,1.33,1.19,1.51,0.89,0.53,1.23
f_1,1.09,2.32,0.52,0.54,0.41,0.4,0.97,1.14,0.98,0.68,1.06,0.43,1.22,0.88,0.78,1.01
c_1,0.5,0.58,2.39,0.59,0.96,0.39,0.98,1.16,0.49,0.82,0.77,1.0,1.55,0.9,0.92,1.23
d_1,0.53,0.66,0.42,2.43,0.46,0.4,1.06,0.68,2.17,1.06,1.61,1.26,1.55,1.18,1.02,1.51
b_1,0.47,0.65,0.57,0.5,2.65,0.98,0.95,1.05,0.99,0.83,0.33,0.99,1.32,0.67,1.03,1.27
a_1,0.56,0.71,0.65,0.61,0.46,3.0,1.07,1.26,1.31,0.9,1.22,1.08,1.43,0.46,0.96,1.21
h_1,0.64,0.99,0.66,0.73,0.56,0.51,3.15,1.28,1.47,1.56,1.21,1.31,0.98,1.18,1.46,2.12
d_0,0.7,0.68,1.37,0.38,0.58,0.49,1.22,2.51,1.08,1.06,1.63,1.38,1.87,1.27,1.13,1.48
c_0,0.79,0.74,0.5,0.94,0.41,0.57,1.14,1.66,2.67,1.09,2.79,1.39,1.68,1.39,1.22,1.84
g_1,0.58,0.51,0.66,1.07,0.63,0.54,1.27,1.39,1.42,3.52,1.31,2.38,1.57,1.31,1.37,1.07
b_0,0.85,0.69,0.83,0.79,0.34,0.43,1.39,1.74,1.44,1.09,2.91,1.37,1.97,2.4,1.16,1.8
f_0,0.62,0.43,0.8,0.69,0.73,0.68,1.54,1.63,1.53,1.27,1.43,3.04,1.7,1.43,2.25,1.78
h_0,0.64,0.96,0.74,0.72,0.65,0.46,0.88,1.69,1.52,1.37,1.44,1.14,1.17,1.2,1.15,2.03
a_0,0.83,0.65,0.72,0.77,0.57,0.35,1.34,1.81,1.59,1.4,1.39,1.9,1.97,3.15,1.17,1.87
e_0,0.44,0.86,0.65,0.83,0.62,0.56,1.51,1.59,1.52,1.35,1.53,1.55,1.75,1.69,3.03,1.34
g_0,0.63,0.61,0.68,1.25,0.56,0.42,1.39,1.15,1.43,0.7,1.31,2.06,1.87,1.23,1.43,1.22
