,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.29,0.42,0.21,0.18,0.21,0.17,0.41,0.38,0.35,0.5,0.41,0.09,0.5,0.36,0.31,0.52
e_1,0.28,2.3,0.18,0.26,0.17,0.17,0.46,0.49,0.28,0.89,0.41,0.42,0.62,0.29,0.13,0.57
d_1,0.23,0.22,2.34,0.14,0.2,0.17,0.41,0.99,0.35,0.15,0.58,0.49,0.7,0.38,0.41,0.5
c_1,0.19,0.21,0.18,2.48,0.46,0.13,0.41,0.1,0.36,0.4,0.42,0.4,0.63,0.41,0.34,0.63
b_1,0.26,0.19,0.28,0.14,2.49,0.35,0.42,0.44,0.4,0.44,0.1,0.37,0.64,0.33,0.34,0.57
a_1,0.23,0.23,0.24,0.23,0.17,2.94,0.48,0.46,0.29,0.58,0.33,0.55,0.61,0.1,0.28,0.54
h_1,0.61,0.4,0.36,0.39,0.27,0.33,2.73,0.7,0.8,0.61,0.79,0.61,0.36,0.81,0.57,1.0
c_0,0.43,0.36,0.48,0.14,0.32,0.33,0.76,2.22,0.86,0.91,1.66,0.95,1.16,0.89,0.77,0.78
g_1,0.31,0.33,0.72,0.37,0.36,0.24,0.51,0.75,3.11,0.46,0.75,1.09,0.82,0.61,0.48,0.22
d_0,0.45,0.43,0.14,0.8,0.28,0.28,0.81,0.63,0.55,2.2,0.88,0.69,0.9,0.69,0.59,0.66
b_0,0.44,0.42,0.41,0.49,0.14,0.2,0.76,0.98,0.74,0.72,2.51,0.84,1.16,1.76,0.88,0.78
f_0,0.17,0.28,0.49,0.46,0.41,0.26,0.82,1.0,0.69,0.73,0.98,2.54,1.32,1.13,1.68,1.03
h_0,0.62,0.36,0.46,0.41,0.28,0.23,0.33,0.82,0.84,0.89,0.68,0.75,0.37,0.59,0.78,1.02
a_0,0.43,0.41,0.44,0.54,0.32,,0.66,0.89,0.87,0.86,0.84,0.88,1.27,2.65,0.81,0.82
e_0,0.38,0.13,0.41,0.56,0.35,0.3,0.79,1.04,0.77,1.08,0.87,0.94,0.86,0.81,2.95,1.07
g_0,0.28,0.39,0.59,0.41,0.35,0.28,0.79,0.84,0.4,1.03,1.12,1.34,0.84,0.64,0.66,0.34
