,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.27,0.94,0.97,0.88,0.89,0.81,1.0,0.99,0.91,0.92,0.99,0.86,0.98,0.82,1.07
e_1,0.79,1.0,0.95,1.21,1.04,0.9,1.11,0.99,1.42,1.04,1.08,1.28,1.16,1.04,1.04,1.2
d_1,1.07,1.05,1.0,0.87,1.0,0.93,1.09,0.82,1.02,1.31,1.02,1.01,1.05,1.07,1.12,0.81
c_1,1.03,0.82,1.16,1.0,1.4,0.86,1.1,1.01,0.66,0.75,0.9,0.91,0.95,0.99,0.97,0.89
b_1,1.12,0.96,1.0,0.71,1.0,1.52,0.97,1.12,0.93,1.09,1.08,0.94,1.01,0.78,1.11,0.96
a_1,1.13,1.1,1.09,1.15,0.67,1.0,1.08,0.92,1.07,1.09,1.07,0.89,1.16,0.92,1.13,1.26
h_1,1.21,0.89,0.93,0.95,0.99,0.94,1.0,1.23,0.88,0.9,1.02,0.89,0.93,1.02,0.87,1.22
g_1,0.96,0.99,1.18,1.03,0.94,1.09,0.8,1.0,0.88,0.92,0.85,1.12,0.8,0.82,0.98,0.86
d_0,0.98,0.7,1.04,1.61,1.07,0.94,1.16,1.14,1.0,0.75,1.01,0.95,1.01,1.01,0.89,1.14
c_0,1.06,0.95,0.77,1.24,0.85,1.0,1.13,1.08,1.3,1.0,1.39,1.13,1.02,1.14,1.02,1.06
b_0,1.05,0.96,0.99,1.17,0.93,0.91,0.99,1.2,0.96,0.74,1.0,0.93,1.02,1.4,0.83,1.02
f_0,0.94,0.84,1.0,1.1,1.04,1.07,1.15,0.91,1.02,0.94,1.05,1.0,1.09,1.09,1.31,0.8
h_0,1.15,0.87,0.95,1.09,0.96,0.85,1.01,1.22,0.96,0.93,0.98,0.91,1.0,0.89,0.99,1.07
a_0,1.0,0.99,1.0,1.01,1.37,0.92,0.92,1.21,0.91,0.82,0.71,0.95,1.11,1.0,0.97,0.97
e_0,1.21,0.93,0.91,1.12,0.83,0.92,1.13,1.09,1.06,1.02,1.13,0.77,1.03,0.95,1.0,1.06
g_0,0.91,0.87,1.2,1.11,0.99,0.79,0.83,1.17,0.91,0.87,1.0,1.23,0.93,1.05,0.97,1.0
