,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.08,1.21,1.14,1.41,3.17,16.68,20.97,37.51,33.44,45.58,38.76,81.83,71.96,91.56,87.38
f_1,0.93,1.0,1.48,1.27,1.36,3.48,13.75,29.0,23.15,30.28,35.9,37.1,65.44,66.26,59.7,92.33
e_1,0.82,0.67,1.0,1.36,1.34,3.22,16.29,20.84,24.95,41.16,39.77,38.38,66.34,59.5,76.08,89.08
c_1,0.87,0.78,0.75,1.0,1.71,2.6,15.44,21.14,19.72,17.82,30.55,33.29,58.58,68.56,70.54,71.52
b_1,0.71,0.73,0.74,0.59,1.0,3.4,10.82,18.16,16.8,23.4,24.67,27.03,43.75,53.53,61.1,71.76
a_1,0.31,0.29,0.31,0.38,0.3,1.0,4.89,8.64,8.26,8.44,11.71,11.76,19.73,25.35,22.9,24.55
h_1,0.06,0.07,0.06,0.07,0.09,0.21,1.0,1.81,1.41,1.66,2.42,2.34,4.19,4.51,5.21,6.36
g_1,0.05,0.03,0.05,0.05,0.06,0.11,0.56,1.0,1.06,1.18,1.63,2.0,2.77,2.28,3.47,3.35
c_0,0.03,0.04,0.04,0.05,0.06,0.13,0.71,0.96,1.0,1.43,1.99,1.44,3.23,2.47,3.19,3.35
d_0,0.03,0.03,0.03,0.06,0.04,0.12,0.59,0.84,0.71,1.0,1.2,1.4,2.09,2.3,2.65,3.23
b_0,0.02,0.03,0.03,0.03,0.04,0.08,0.42,0.63,0.52,0.87,1.0,1.14,2.73,2.09,2.41,2.69
f_0,0.03,0.03,0.03,0.03,0.04,0.08,0.43,0.49,0.66,0.72,0.93,1.0,1.73,2.01,2.86,1.98
a_0,0.01,0.01,0.02,0.02,0.02,0.05,0.24,0.36,0.32,0.43,0.36,0.58,1.0,1.09,1.05,1.34
h_0,0.01,0.02,0.02,0.01,0.02,0.04,0.23,0.45,0.4,0.44,0.49,0.48,0.94,1.0,1.07,1.4
e_0,0.01,0.02,0.01,0.01,0.02,0.04,0.2,0.3,0.3,0.37,0.42,0.35,0.99,0.91,1.0,1.07
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.16,0.32,0.3,0.3,0.35,0.5,0.72,0.67,0.92,0.99
