,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,8934.48,5504.99,6189.58,10906.71,16664.6,78930.95,5555867.71,40353656.23,19807381.17,27953292.55,58303810.38,92940802.92,142864468.78,280330473.31,214026056.61,638163687.43
f_1,6703.53,11740.15,6875.1,8906.43,12908.18,69773.45,5578619.02,24149036.58,18747200.79,27967806.14,53354872.67,50210846.91,153610011.41,273375788.36,199054042.83,493279315.86
d_1,4456.3,5605.96,17151.12,7378.03,13270.6,69128.24,7044735.4,16819644.82,21222468.48,52802206.07,65333685.41,89113438.28,169332528.02,270823226.03,323068538.71,632869096.3
c_1,3922.77,5039.07,6619.59,21177.08,28509.0,86332.07,5693683.0,22211169.31,17065753.92,20341046.92,39670166.47,78074906.47,143023604.92,265373081.45,298438008.83,581328247.6
b_1,4131.99,5361.85,7072.91,9286.66,43059.38,154341.01,5733470.86,24073251.81,18081575.72,25848065.06,37587859.59,83379093.31,125666568.46,260629088.85,318334695.83,497779676.81
a_1,4216.16,6284.19,6927.91,9410.96,17245.65,308365.52,6436631.3,21215720.17,18759515.12,29860901.64,51478326.93,85356444.15,106464880.77,260808218.14,307574373.93,525363569.97
h_1,4873.81,7455.2,7719.88,9457.09,16239.51,70042.28,10742705.51,22422859.34,24904639.18,28338932.41,56939355.14,81376302.13,169354860.82,237205158.83,327480825.38,780392729.73
d_0,4295.8,5548.63,5990.41,16049.72,19274.31,77352.18,5527323.07,37106813.44,20840446.53,21617462.01,58514364.75,91839820.69,175466814.05,288543968.14,279021699.56,550201379.48
g_1,3949.93,4899.39,11505.09,9373.26,16687.19,71744.35,6613416.32,20274001.98,44554186.63,36186000.3,61362336.63,141313980.11,175023434.22,301853761.21,388722538.71,533395056.29
c_0,4641.58,6203.77,8774.53,9173.35,12333.52,75704.27,6768564.57,27097827.32,22838236.94,51736886.39,108103043.63,95319566.76,229298448.91,322446798.79,324040622.77,702731269.27
b_0,4664.5,6298.44,8124.12,10378.29,14865.73,65248.98,7421906.92,25530224.72,24400397.1,34247281.88,89919044.01,92586163.71,325483134.28,316990156.19,343911468.27,649472143.58
f_0,3774.26,4603.61,8856.23,10123.01,20800.68,89373.53,6669982.26,26365916.34,23392064.47,32444146.54,66588626.17,146830929.61,181108853.21,301749182.04,599247322.25,757190404.06
a_0,5049.63,5971.13,7519.96,9614.74,16425.3,64769.21,6487550.08,25829858.29,21940561.39,31507371.44,55442872.09,92932947.76,319565259.11,329958458.12,327984642.04,582919091.5
h_0,4727.87,6930.72,9418.52,9020.55,15887.44,71349.46,5169764.94,23831740.37,27312157.33,31658488.54,55038608.8,93719694.74,173869259.36,250160236.85,321405978.16,848076471.61
e_0,3777.56,6351.66,9076.85,9545.14,16717.36,108483.96,6811494.16,21595814.78,21173898.31,32645246.62,70703758.33,91287145.85,183111773.81,333647833.19,570768906.7,645944904.07
g_0,4113.38,5156.94,11296.53,9484.37,18189.18,74096.5,6151770.63,21233597.24,16171713.33,33631507.85,55534808.79,129970600.08,160265356.53,287844336.09,393126494.96,478316472.08
