,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.96,0.61,0.51,0.69,0.58,0.38,0.43,0.36,0.58,0.35,0.36,0.35,0.37,0.28,0.23,0.29
f_1,0.91,0.96,0.52,0.62,0.57,0.33,0.37,0.32,0.41,0.35,0.33,0.27,0.33,0.23,0.16,0.31
d_1,0.71,0.76,0.96,0.5,0.48,0.4,0.45,0.34,0.34,0.6,0.42,0.37,0.38,0.32,0.3,0.27
c_1,0.61,0.63,0.66,0.95,0.84,0.42,0.45,0.36,0.34,0.28,0.3,0.37,0.35,0.29,0.32,0.28
b_1,0.64,0.68,0.71,0.6,0.95,0.68,0.45,0.4,0.37,0.4,0.33,0.37,0.35,0.27,0.27,0.32
a_1,0.81,0.87,0.73,0.69,0.57,0.94,0.53,0.41,0.5,0.51,0.46,0.44,0.5,0.26,0.34,0.39
h_1,0.95,1.19,0.92,0.84,0.76,0.56,0.81,0.65,0.49,0.53,0.54,0.5,0.43,0.4,0.37,0.54
g_1,0.93,1.06,1.25,0.9,0.76,0.6,0.59,0.8,0.52,0.6,0.58,0.73,0.5,0.45,0.51,0.39
d_0,0.92,1.02,0.79,1.38,1.0,0.59,0.73,0.59,0.74,0.45,0.56,0.53,0.53,0.43,0.43,0.48
c_0,1.15,1.23,0.86,0.96,0.73,0.54,0.75,0.6,0.66,0.74,0.87,0.52,0.61,0.52,0.46,0.52
b_0,1.16,1.23,0.96,1.02,0.74,0.58,0.74,0.6,0.64,0.54,0.73,0.5,0.59,0.77,0.43,0.55
f_0,0.93,1.1,1.16,0.92,0.9,0.6,0.81,0.56,0.64,0.7,0.64,0.73,0.63,0.51,0.75,0.53
h_0,1.19,1.38,1.11,1.05,0.97,0.54,0.68,0.71,0.71,0.64,0.58,0.59,0.53,0.42,0.43,0.64
a_0,1.23,1.38,1.12,0.98,0.89,0.59,0.75,0.67,0.66,0.74,0.54,0.56,0.72,0.71,0.49,0.57
e_0,1.16,1.56,1.08,0.99,1.08,0.74,0.87,0.69,0.64,0.69,0.72,0.52,0.76,0.5,0.68,0.54
g_0,1.17,1.16,1.44,1.1,0.89,0.72,0.76,0.67,0.65,0.72,0.65,0.78,0.61,0.56,0.54,0.54
