,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,8728.15,288.42,191.45,244.22,395.74,1191.16,207840.89,511542.68,667722.01,787852.97,1050541.44,,5526612.63,6322862.94,10612910.43,8807800.24
e_1,104.93,10665.34,166.95,306.53,661.98,1859.7,135204.8,414112.66,1179861.94,1025029.31,834466.08,2105133.97,4001587.05,4765584.36,12006813.6,
d_1,133.41,96.3,17037.95,213.45,387.69,1815.24,213795.28,503460.83,,1772802.54,1042721.08,2456134.81,6316603.9,3737934.17,12129953.0,11409056.68
c_1,119.8,166.11,195.76,23642.84,810.71,1857.56,228291.04,450887.4,625398.08,,708539.81,2236979.65,4692092.27,6386198.06,13515536.1,
b_1,137.16,158.49,173.53,311.15,46530.19,2219.3,261384.0,377258.02,477370.33,963293.74,,1324785.09,6379553.71,3655969.16,15474741.84,13948600.2
a_1,146.39,123.33,255.99,191.35,645.45,217714.81,187853.38,405569.29,413665.87,843261.21,1157301.98,1924256.98,7315526.62,,10536159.4,
h_1,591.99,546.04,777.59,1046.75,1094.19,4821.78,9867246.09,2264833.75,2545766.96,3924209.2,3651039.24,4605296.08,,20850860.11,86154790.25,53480456.12
g_1,413.67,631.64,1123.79,1160.04,1495.47,6264.96,810213.76,26983876.44,2248387.53,2056634.14,3079145.24,11263392.75,17395828.88,,,
d_0,691.77,716.43,,2768.81,2884.27,7127.42,971997.38,1772075.47,19717661.68,4745197.27,5955158.8,11106840.0,21112664.42,,52313866.08,69899754.36
c_0,577.18,543.89,1157.89,,1932.82,7404.31,1291947.11,2031519.34,2799232.57,29843074.18,9279767.65,10214938.64,29125913.17,25750349.1,71706813.17,83949436.11
b_0,607.59,536.03,1053.37,1142.42,,7998.95,1223075.73,3344735.1,2963665.05,4698909.5,35175494.98,9650293.79,21401285.16,38837782.98,79259450.37,67240251.86
f_0,,632.43,1242.81,1293.95,2121.72,6457.23,1170029.18,2239768.4,3846321.82,5543970.3,3942644.66,80649564.93,21642971.05,27820769.3,79659750.63,
h_0,1132.12,995.7,1545.65,2023.08,3980.73,10731.17,,3516999.63,4903700.17,7564716.33,7786431.76,15104336.23,,46521180.66,137838220.19,80184629.93
a_0,586.69,685.51,845.78,1243.18,2717.95,,1049175.53,,,3550948.07,5050577.72,10939035.55,24259304.89,274628073.56,97608403.3,84688671.65
g_0,859.41,977.4,2947.78,1765.23,2526.1,11088.32,1160852.48,,5724231.88,6050537.0,8029324.02,18356845.61,36236062.56,34097288.88,,78710647.77
e_0,839.65,,1031.12,,1822.45,,974542.82,,2548386.06,5194905.51,5185128.52,,32392090.67,33225312.36,86543926.61,702079543.35
