,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,9.52,8.17,8.34,9.01,8.96,2.73,3.9,2.72,2.19,2.52,,1.57,2.4,1.77,2.02
e_1,6.61,1.07,10.1,9.59,8.8,7.8,3.25,3.29,2.55,3.26,3.2,2.77,2.07,2.06,,1.86
d_1,11.47,9.05,1.07,15.08,7.78,7.53,3.67,2.4,3.28,,2.47,2.33,1.81,2.09,2.83,1.36
c_1,9.9,10.05,7.04,1.07,12.6,8.38,3.74,5.2,,1.68,3.56,3.2,2.52,2.62,2.43,2.54
b_1,11.1,11.95,13.55,6.25,1.07,9.76,4.43,4.86,3.66,3.34,,2.65,2.08,3.48,3.11,2.23
a_1,14.87,20.2,14.08,14.72,10.32,1.07,5.22,4.7,3.82,4.58,,,4.0,,,3.46
h_1,13.32,16.28,13.41,11.93,9.15,11.11,1.41,5.0,4.16,4.06,3.45,4.27,,3.76,3.51,2.98
g_1,16.33,14.63,16.66,14.77,14.08,15.54,5.54,1.41,5.96,5.33,4.54,5.24,2.92,3.92,4.97,
c_0,15.94,13.46,10.82,,14.67,14.1,5.64,4.43,1.7,4.39,5.03,4.46,3.3,4.95,3.25,2.93
d_0,15.45,10.36,,23.51,14.4,11.27,5.68,5.34,4.52,1.74,3.71,3.53,3.3,3.97,4.7,3.16
b_0,15.5,14.48,18.42,14.78,,,6.41,7.09,2.81,5.12,1.71,3.58,5.16,5.64,4.9,4.91
f_0,,16.8,21.4,16.05,15.55,,7.4,4.85,5.03,5.47,6.78,1.71,3.39,4.04,4.72,2.0
h_0,17.26,18.51,16.98,14.34,18.17,13.38,,5.5,5.19,5.2,3.78,5.9,,3.3,3.17,4.78
a_0,21.2,21.4,23.61,23.35,23.69,,6.53,7.76,6.14,5.55,3.67,7.06,5.21,1.76,,4.07
e_0,30.33,,22.81,20.8,22.35,,8.45,5.47,7.93,8.82,6.63,3.86,5.28,,1.7,4.87
g_0,24.44,34.25,20.16,16.15,23.91,15.12,5.94,,6.27,5.4,4.59,6.61,3.01,6.99,5.43,
