,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,0.67,1.37,2.09,2.12,1.98,2.02,1.11,0.93,0.95,0.75,0.83,0.78,0.71,0.72,0.64,1.6
f_1,2.27,0.66,2.16,1.82,2.26,2.17,0.77,0.79,0.91,0.78,0.94,0.67,0.41,0.61,0.66,0.61
c_1,1.93,2.18,0.65,2.56,2.6,1.84,0.92,0.49,0.84,1.17,0.72,0.77,0.77,0.79,0.79,0.71
d_1,2.57,2.34,2.03,0.64,2.2,1.68,0.87,1.7,0.69,0.85,0.74,0.88,0.63,0.69,0.46,0.72
b_1,2.49,2.3,1.38,2.37,0.63,2.42,1.1,0.84,1.09,0.8,1.05,1.61,0.67,0.98,0.52,0.68
a_1,2.76,2.29,2.85,2.94,1.37,0.58,1.23,1.02,0.93,1.2,1.07,1.42,0.85,1.69,0.93,1.48
h_1,2.45,2.92,2.93,2.63,2.39,2.42,0.6,0.92,1.33,0.83,0.77,0.79,1.07,0.76,0.88,0.72
d_0,1.7,3.23,3.44,4.01,3.25,2.83,1.21,0.66,1.29,1.05,0.91,0.85,0.85,0.86,0.81,0.84
g_1,2.6,3.74,3.35,3.0,2.53,2.78,1.05,1.27,0.57,1.01,0.96,1.0,0.7,1.15,1.14,0.86
c_0,3.08,2.85,6.44,1.9,3.28,2.6,1.41,1.4,1.67,0.65,1.09,1.1,0.84,1.09,0.86,0.8
f_0,2.94,7.03,2.99,2.89,2.54,2.43,1.41,1.22,1.1,1.01,0.65,1.14,0.98,0.92,0.65,1.2
b_0,3.07,3.44,3.54,2.44,5.37,2.52,1.49,1.39,1.63,0.67,0.97,0.61,0.86,1.19,0.78,1.0
h_0,3.31,4.39,2.93,2.87,3.12,3.16,2.95,1.5,1.63,1.29,1.1,1.15,1.61,1.12,1.17,0.98
a_0,3.1,4.06,3.48,3.93,3.74,6.3,1.8,1.15,1.49,1.33,1.09,0.73,0.97,0.58,0.87,0.96
g_0,3.28,4.35,3.44,3.35,4.29,3.13,1.47,1.6,3.42,1.29,1.36,1.36,0.86,1.46,1.63,1.15
e_0,6.4,4.54,3.79,3.57,3.97,2.46,1.58,1.33,2.08,1.58,0.75,1.23,1.32,1.25,0.78,0.59
