,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,1.77,1.08,1.18,0.94,1.0,1.99,1.66,2.1,2.33,2.53,1.16,2.53,2.42,2.16,3.34
e_1,1.03,2.42,1.11,1.41,1.11,1.1,2.18,2.19,2.17,4.1,2.6,2.72,3.26,2.49,1.88,2.94
d_1,1.15,1.03,2.53,0.89,1.22,0.97,2.19,2.48,3.8,1.48,2.61,2.91,3.25,2.8,2.83,3.17
c_1,1.12,0.92,1.18,2.6,1.88,0.93,2.43,2.19,1.31,2.09,2.11,2.34,2.87,2.47,2.71,2.85
b_1,1.2,1.14,1.02,0.97,2.73,2.22,2.03,2.17,2.31,2.31,1.63,2.39,2.5,2.1,2.45,2.78
a_1,1.39,1.08,1.21,1.37,0.74,3.29,2.21,2.12,2.73,2.89,2.75,2.49,3.97,1.96,2.59,2.32
h_1,1.67,1.15,1.37,1.0,1.16,1.25,4.02,2.71,2.58,2.89,2.33,2.48,2.64,2.47,2.46,4.33
g_1,1.17,1.04,1.71,1.16,1.28,1.19,2.15,4.48,2.63,2.38,2.89,3.92,3.44,2.88,2.32,2.76
c_0,1.5,1.31,1.19,0.91,1.09,1.18,2.35,2.34,4.06,2.98,4.45,2.85,3.54,3.35,2.72,3.7
d_0,1.31,1.03,0.82,2.1,1.19,1.25,2.13,2.62,1.99,3.81,2.8,2.74,4.16,2.86,3.0,3.74
b_0,1.42,1.09,1.35,1.49,0.9,1.07,2.76,2.32,2.67,2.47,4.2,2.8,3.69,5.08,3.38,3.82
f_0,1.18,1.02,1.25,1.22,1.38,1.34,2.8,2.16,3.04,2.74,2.98,4.51,4.13,2.66,5.09,3.49
h_0,1.63,1.15,1.3,1.49,1.23,0.96,1.76,2.95,2.71,2.38,2.61,2.45,2.43,2.87,3.44,4.45
a_0,1.17,1.26,1.24,1.44,1.39,0.9,2.88,2.2,2.66,2.58,2.41,3.18,3.43,4.72,3.0,3.95
e_0,1.66,0.9,1.17,1.34,1.01,1.27,2.69,2.86,3.01,2.78,2.87,2.44,3.55,2.97,5.19,3.23
g_0,0.96,1.17,1.77,1.28,1.29,1.5,2.17,2.14,2.78,2.28,2.6,3.9,2.64,2.18,3.04,2.49
