,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.24,1.03,0.94,0.86,1.03,1.36,1.11,0.94,1.04,1.17,0.99,1.07,1.12,1.09
f_1,1.25,1.0,1.02,0.92,0.93,0.9,0.84,1.01,1.0,0.91,0.99,0.92,0.82,0.86,0.77,1.04
c_1,0.82,0.97,1.0,1.14,1.4,0.93,1.05,0.75,0.93,0.87,0.8,0.99,1.02,0.97,0.94,1.08
d_1,0.97,1.1,0.89,1.0,1.0,0.99,1.02,1.08,0.92,1.25,1.03,1.0,1.03,1.0,1.03,0.79
b_1,1.02,1.1,0.73,0.99,1.0,1.46,1.02,0.92,1.05,1.1,1.05,0.94,1.09,1.04,1.08,0.96
a_1,1.12,1.1,1.08,1.0,0.7,1.0,1.1,0.98,1.08,1.06,1.19,0.98,1.2,1.08,0.96,1.13
h_1,0.96,1.19,0.96,0.95,0.94,0.92,1.0,0.91,1.15,0.94,0.94,0.95,0.95,0.95,0.83,1.19
d_0,0.75,0.97,1.31,0.95,1.12,1.07,1.15,1.0,0.99,0.83,0.95,0.96,1.03,0.96,1.12,1.14
g_1,0.91,1.01,1.02,1.11,0.94,0.93,0.89,1.02,1.0,0.94,1.04,1.24,0.9,0.98,1.09,1.04
c_0,1.07,1.1,1.18,0.77,0.89,0.91,1.08,1.18,1.01,1.0,1.38,1.03,1.15,1.05,1.2,1.04
b_0,0.96,1.03,1.29,0.96,0.92,0.81,1.04,1.03,0.97,0.74,1.0,0.93,1.05,1.4,1.1,1.01
f_0,0.77,1.08,1.05,0.96,1.08,1.02,1.08,1.04,0.8,1.01,1.12,1.0,1.06,0.91,1.49,0.93
h_0,1.02,1.21,0.95,1.0,0.93,0.81,1.04,0.95,1.12,0.91,1.0,0.95,1.0,0.93,0.93,1.11
a_0,0.91,1.06,1.1,1.01,1.02,0.89,1.03,1.0,0.95,1.0,0.74,0.99,1.04,1.0,0.98,0.9
e_0,0.94,1.26,1.04,0.98,0.91,1.01,1.24,0.83,0.9,0.87,0.82,0.68,1.09,0.92,1.0,0.99
g_0,0.93,0.97,0.94,1.2,1.08,0.86,0.85,0.87,0.95,0.98,0.99,1.12,0.88,1.02,0.98,1.0
