,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.76,1.1,1.18,1.12,1.0,0.48,0.46,0.53,0.39,0.39,0.44,0.36,0.4,0.52,0.36
f_1,1.06,0.65,1.0,1.17,1.06,0.94,0.34,0.4,0.49,0.35,0.34,0.42,0.26,0.33,0.29,0.36
d_1,1.29,1.26,0.64,1.03,1.05,0.9,0.47,0.52,0.37,0.45,0.41,0.36,0.33,0.36,0.37,0.24
c_1,0.96,1.1,1.31,0.64,1.13,1.0,0.56,0.26,0.5,0.51,0.34,0.4,0.35,0.38,0.36,0.29
b_1,1.23,1.3,1.12,0.82,0.62,1.25,0.64,0.48,0.46,0.52,0.59,0.42,0.33,0.43,0.4,0.36
a_1,1.42,1.4,1.33,1.45,0.85,0.57,0.7,0.59,0.66,0.53,0.63,0.56,0.43,0.54,0.48,0.43
h_1,1.69,2.12,1.66,1.74,1.65,1.44,0.55,0.63,0.77,0.56,0.61,0.52,0.61,0.54,0.48,0.47
d_0,1.28,1.9,2.31,2.32,1.96,1.65,0.9,0.59,0.88,0.64,0.67,0.74,0.59,0.66,0.62,0.65
g_1,1.81,1.79,1.95,1.91,2.13,1.63,0.74,0.73,0.53,0.68,0.67,0.78,0.46,0.6,0.62,0.66
c_0,2.23,2.18,1.33,2.59,1.79,1.77,1.0,0.91,0.9,0.55,0.89,0.77,0.55,0.7,0.75,0.55
b_0,1.94,2.18,1.79,2.38,2.21,1.59,0.9,0.79,0.97,0.48,0.57,0.65,0.57,0.81,0.67,0.5
f_0,2.03,2.64,2.02,1.98,1.98,1.7,1.05,0.79,0.65,0.69,0.74,0.55,0.57,0.75,0.85,0.43
h_0,2.35,2.33,2.09,2.04,2.24,1.81,1.08,0.82,1.03,0.83,0.74,0.82,0.74,0.65,0.62,0.66
a_0,2.34,2.56,2.13,2.39,2.55,2.38,1.07,0.99,1.06,0.75,0.51,0.8,0.67,0.53,0.72,0.73
e_0,2.58,3.28,2.05,2.32,2.24,2.08,1.23,0.98,0.91,0.77,0.84,0.52,0.73,0.74,0.54,0.61
g_0,2.23,2.38,2.6,2.53,2.21,1.98,0.92,0.8,1.14,0.84,0.93,0.91,0.57,0.77,0.74,0.7
