,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,3.65,5.06,6.06,5.69,5.84,2.79,2.42,2.51,2.14,2.21,2.22,1.6,1.82,1.41,
f_1,8.35,0.67,6.28,5.72,5.88,4.14,1.92,1.95,2.38,1.64,2.15,,1.43,2.59,1.85,1.59
d_1,6.04,5.03,0.66,6.19,5.29,,2.67,,2.02,3.01,2.38,2.3,1.5,1.92,1.13,1.81
c_1,5.91,6.26,6.94,0.65,8.05,4.22,3.26,1.43,2.41,,2.63,2.01,1.84,2.18,1.88,1.24
b_1,6.23,6.06,6.26,3.27,0.62,7.9,3.4,2.45,2.61,3.64,,2.74,1.59,1.99,1.62,2.71
a_1,6.68,10.91,,9.16,3.76,0.58,2.46,2.54,,2.75,1.95,2.51,2.13,,2.43,1.9
h_1,4.68,5.03,4.9,4.5,5.69,5.78,0.6,2.03,2.39,1.59,1.7,1.39,,2.11,1.7,2.44
d_0,3.08,5.59,,4.93,3.91,4.07,2.0,0.71,2.41,2.32,1.55,1.61,1.67,1.34,1.49,1.78
g_1,6.22,5.95,4.61,5.47,6.24,,2.14,2.13,0.57,2.03,2.49,2.48,1.22,1.82,,
c_0,5.31,5.29,2.74,,4.35,5.18,2.01,1.76,2.14,0.68,2.15,1.82,1.4,1.41,2.08,1.87
b_0,4.93,5.08,5.49,4.78,,7.57,2.33,2.15,1.71,1.21,0.67,1.82,1.47,2.14,1.37,1.72
f_0,4.87,,4.9,5.87,4.19,6.16,2.82,1.91,1.83,2.0,2.0,0.66,1.35,2.28,0.88,1.74
h_0,5.01,4.01,5.35,4.52,6.64,4.42,,1.4,1.79,1.72,1.39,1.62,,1.33,1.41,1.61
a_0,8.36,5.66,5.91,6.41,5.82,,2.71,2.41,2.62,2.58,1.47,1.82,1.85,0.6,2.08,
g_0,5.71,6.1,5.66,4.74,5.99,3.86,1.62,1.61,,1.32,1.7,2.33,1.29,1.48,,2.07
e_0,,8.01,7.49,8.41,4.27,6.07,1.99,2.45,,2.01,2.1,1.43,1.87,,1.47,0.6
