,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.42,1.99,2.38,1.92,1.59,0.81,0.88,0.79,0.62,0.58,0.76,0.52,0.69,0.76,0.54
f_1,2.11,1.06,1.94,1.98,1.9,1.6,0.6,0.85,0.61,0.52,0.6,0.65,0.4,0.47,0.52,0.55
d_1,2.57,2.19,1.06,2.11,1.91,1.75,0.71,0.57,1.15,0.79,0.67,0.6,0.48,0.55,0.55,0.31
c_1,1.87,2.48,2.62,1.06,2.62,2.04,0.89,0.86,0.43,0.75,0.58,0.64,0.53,0.53,0.56,0.46
b_1,2.68,2.87,2.69,1.47,1.06,2.97,0.93,0.91,0.76,1.03,1.1,0.69,0.59,0.63,0.56,0.57
a_1,4.34,3.67,3.24,3.67,2.01,1.07,1.56,1.4,1.38,1.3,1.18,1.21,0.89,1.55,1.17,0.73
h_1,5.66,6.67,6.15,5.75,5.5,4.03,1.33,2.35,1.55,1.68,1.64,1.86,1.48,1.36,1.55,1.23
g_1,6.88,6.14,6.32,6.35,6.02,4.72,1.87,1.32,2.03,1.98,1.88,2.01,1.31,1.78,1.58,1.57
d_0,4.01,6.83,8.09,7.62,6.65,4.95,2.7,2.43,1.47,1.62,1.72,1.86,1.5,1.88,1.56,1.72
c_0,6.72,7.57,3.93,10.62,5.73,4.63,2.53,2.23,3.13,1.5,2.24,2.08,1.5,2.07,1.65,1.52
b_0,6.9,7.53,6.33,11.31,7.18,5.29,2.79,2.29,2.62,1.32,1.51,1.85,1.85,2.19,1.77,2.1
f_0,8.47,12.12,7.35,7.08,6.82,5.51,2.71,1.96,2.24,2.03,2.25,1.46,1.72,2.28,2.19,1.11
h_0,8.53,9.57,8.59,8.09,8.09,6.32,4.55,3.19,2.75,2.52,2.27,2.2,2.46,2.25,2.16,2.11
a_0,7.64,10.64,10.0,10.38,10.19,8.5,4.12,3.26,2.52,2.23,1.61,2.45,1.95,1.54,2.85,1.89
e_0,12.47,13.64,8.9,9.62,10.06,6.77,4.17,3.4,3.14,2.82,2.75,1.53,2.25,2.49,1.54,1.93
g_0,10.86,10.67,11.52,11.06,10.45,9.38,3.34,4.08,3.18,2.98,2.67,3.24,1.74,3.0,2.58,2.53
