,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.92,4.86,6.17,5.87,4.69,1.59,2.02,1.15,1.06,0.96,1.1,0.77,1.01,2.53,0.8
f_1,5.19,1.13,5.1,5.42,4.49,4.76,1.01,1.77,1.13,0.94,1.1,2.33,0.53,0.94,1.04,0.83
d_1,6.48,5.29,1.12,6.29,5.71,5.63,1.43,0.9,3.3,1.04,1.14,0.96,0.76,0.98,0.96,0.56
c_1,4.32,6.47,8.14,1.13,5.52,6.15,2.01,1.83,0.67,2.42,1.3,1.24,0.95,1.53,1.44,0.95
b_1,6.26,7.48,6.37,3.33,1.14,7.93,1.92,1.9,1.43,2.14,3.38,1.34,0.99,1.45,1.29,0.91
a_1,10.18,10.59,9.38,9.95,5.39,1.14,3.13,3.3,1.88,2.16,2.34,1.77,1.74,5.34,1.78,1.86
h_1,19.75,18.81,19.14,16.88,15.24,15.55,1.82,5.92,4.93,3.92,3.7,3.29,5.25,3.59,3.2,2.7
g_1,21.11,24.23,21.23,23.14,20.54,20.57,4.28,1.78,4.9,4.3,4.68,4.27,2.23,4.39,3.2,4.97
d_0,12.15,21.7,46.65,20.64,25.4,17.32,6.62,6.4,2.31,4.98,4.09,4.14,3.09,7.18,4.45,3.42
c_0,22.52,24.91,11.87,47.73,27.07,22.19,7.7,6.34,7.22,2.28,4.47,5.5,3.17,4.39,4.61,2.85
b_0,23.38,24.73,18.71,32.16,59.1,25.32,8.88,7.72,5.34,2.73,2.3,5.06,4.29,4.25,4.35,4.28
f_0,23.68,53.59,26.08,25.46,26.09,22.7,7.84,4.61,5.51,5.56,4.61,2.43,3.91,5.27,4.55,2.26
h_0,32.4,35.37,32.79,38.19,40.79,31.85,19.71,11.27,7.61,6.95,7.22,7.33,7.67,8.06,6.56,5.13
a_0,36.22,40.19,31.25,35.94,60.33,49.38,12.43,12.03,8.75,6.23,3.8,7.94,5.47,2.55,6.91,5.31
e_0,71.04,52.01,35.61,35.11,29.55,39.5,10.63,10.76,8.33,7.94,8.12,3.18,6.54,7.75,2.51,3.46
g_0,45.6,52.79,53.42,44.28,51.71,37.26,8.51,23.67,13.46,10.26,9.29,8.8,5.05,9.87,7.9,10.62
