,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.74,0.9,0.9,0.93,0.82,0.75,0.67,0.89,0.64,0.64,0.72,0.6,0.54,,0.45
f_1,1.34,1.0,0.93,1.15,0.96,0.74,0.49,0.61,0.59,0.68,0.63,,0.48,0.65,0.66,0.56
d_1,1.11,1.08,1.0,0.91,0.87,0.9,0.83,0.55,,0.89,0.64,0.55,0.68,0.61,0.44,0.39
c_1,1.12,0.87,1.1,1.0,1.28,1.09,0.53,0.8,0.56,,0.7,0.63,0.62,0.43,0.59,0.72
b_1,1.08,1.04,1.15,0.78,1.0,1.02,0.74,0.78,0.7,0.7,,0.61,0.64,0.73,0.72,0.5
a_1,1.22,1.35,1.11,0.92,0.98,1.0,0.97,0.7,0.84,0.79,0.67,0.96,0.58,,,0.53
h_1,1.34,2.02,1.21,1.89,1.35,1.03,1.0,1.45,0.81,0.79,0.84,0.67,,0.68,0.73,0.96
g_1,1.48,1.63,1.81,1.25,1.28,1.43,0.69,1.0,1.17,0.96,0.94,1.16,0.83,,,
d_0,1.12,1.7,,1.8,1.44,1.19,1.24,0.86,1.0,0.83,1.13,0.88,0.79,0.97,1.06,1.02
c_0,1.56,1.48,1.12,,1.44,1.27,1.27,1.04,1.2,1.0,1.42,1.08,0.82,0.82,0.65,0.76
b_0,1.57,1.58,1.57,1.43,,1.5,1.19,1.06,0.88,0.7,1.0,0.78,1.17,1.4,1.14,1.15
f_0,1.39,,1.81,1.59,1.64,1.04,1.48,0.86,1.14,0.92,1.28,1.0,0.95,,1.23,0.87
h_0,1.67,2.09,1.48,1.62,1.56,1.73,,1.21,1.26,1.21,0.86,1.05,,0.66,0.68,1.02
a_0,1.86,1.54,1.64,2.3,1.37,,1.46,,1.03,1.21,0.72,,1.52,1.0,,1.1
e_0,,1.52,2.26,1.7,1.39,,1.37,,0.94,1.55,0.88,0.81,1.46,,1.0,
g_0,2.22,1.79,2.56,1.39,2.01,1.87,1.04,,0.98,1.32,0.87,1.14,0.98,0.91,,
