,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.46,1.05,1.34,0.94,1.02,1.14,2.43,4.09,2.76,2.21,2.78,2.85,2.92,2.89,2.5,3.17
f_1,1.68,2.51,1.14,1.26,0.92,0.92,1.77,2.12,2.17,2.26,2.35,1.61,2.91,2.85,1.65,3.14
c_1,0.98,1.02,2.52,1.17,1.92,1.0,2.06,2.05,1.14,1.97,1.73,2.48,3.03,2.5,2.45,3.21
d_1,1.3,1.06,1.02,2.53,1.32,0.99,2.03,1.56,3.71,2.07,2.76,2.62,3.06,2.11,2.42,2.55
b_1,1.05,1.4,0.92,1.05,2.74,2.06,2.18,2.2,2.96,2.23,1.3,2.26,2.98,2.15,2.23,2.78
a_1,1.12,1.35,1.19,1.31,0.76,3.14,2.75,2.63,2.07,2.03,2.82,2.74,3.21,1.49,3.26,3.1
h_1,1.14,1.61,1.21,1.34,1.16,1.01,3.99,2.49,2.66,3.28,2.62,2.71,2.66,2.43,3.16,4.09
d_0,1.02,1.32,2.04,0.9,1.24,1.3,2.37,3.88,2.26,2.36,2.93,3.01,3.75,2.51,3.07,3.9
c_0,1.24,1.53,1.14,1.1,0.82,1.39,2.52,2.91,3.89,2.37,4.48,2.63,4.05,3.35,3.4,3.57
g_1,1.19,1.0,1.35,1.8,1.02,1.23,2.02,2.57,2.69,4.42,2.77,3.73,3.09,2.28,2.71,2.06
b_0,1.23,1.38,1.59,1.26,0.91,1.01,2.38,2.85,2.56,2.39,4.35,2.6,3.58,5.15,3.02,3.49
f_0,1.04,1.03,1.45,1.28,1.45,1.17,2.62,2.81,2.66,2.24,2.95,4.25,3.66,2.96,4.95,2.89
h_0,1.12,1.69,1.4,1.28,1.22,1.21,1.8,2.57,2.31,2.85,2.92,2.45,2.72,2.61,2.92,4.18
a_0,1.18,1.22,1.3,1.47,1.34,0.98,2.85,2.99,2.41,2.95,2.31,2.69,4.41,4.87,2.76,3.54
e_0,0.61,1.7,1.34,1.34,1.42,1.17,2.77,2.45,2.81,2.4,2.93,2.36,3.54,3.1,4.97,3.56
g_0,1.06,1.14,1.27,1.83,1.38,1.15,2.47,2.02,2.63,2.4,2.86,3.86,2.63,3.07,3.55,2.86
