,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.94,0.42,0.41,0.48,0.35,0.26,0.29,0.47,0.27,0.26,0.24,0.22,0.25,0.17,0.22,0.1
f_1,0.65,0.94,0.39,0.38,0.36,0.26,0.26,0.26,0.29,0.26,0.26,0.14,0.2,0.2,0.23,0.16
d_1,0.45,0.52,0.94,0.41,0.31,0.27,0.31,0.18,0.43,0.2,0.31,0.24,0.22,0.2,0.18,0.16
c_1,0.41,0.46,0.37,0.94,0.64,0.28,0.27,0.26,0.13,0.24,0.18,0.22,0.25,0.15,0.2,0.19
b_1,0.46,0.41,0.5,0.35,0.94,0.5,0.29,0.26,0.3,0.25,0.15,0.22,0.24,0.19,0.21,0.18
a_1,0.49,0.47,0.56,0.52,0.36,0.94,0.38,0.3,0.33,0.28,0.36,0.28,0.29,0.18,0.25,0.21
h_1,0.59,0.85,0.75,0.62,0.54,0.39,0.75,0.45,0.43,0.5,0.38,0.29,0.23,0.28,0.41,0.26
d_0,0.56,0.73,0.52,1.08,0.7,0.43,0.47,0.66,0.36,0.47,0.42,0.35,0.41,0.25,0.35,0.3
c_0,0.67,0.73,0.7,0.59,0.53,0.48,0.54,0.5,0.66,0.46,0.73,0.4,0.35,0.42,0.36,0.3
g_1,0.75,0.69,0.96,0.64,0.55,0.38,0.42,0.43,0.44,0.74,0.4,0.55,0.33,0.27,0.27,0.3
b_0,0.78,0.77,0.74,0.79,0.5,0.36,0.46,0.45,0.4,0.45,0.66,0.39,0.51,0.55,0.35,0.32
f_0,0.68,0.71,0.83,0.8,0.74,0.56,0.66,0.5,0.47,0.39,0.5,0.65,0.47,0.35,0.37,0.53
h_0,0.82,1.06,0.87,0.74,0.7,0.46,0.44,0.52,0.54,0.6,0.41,0.43,0.35,0.36,0.5,0.27
a_0,0.93,0.76,0.81,0.88,0.73,0.35,0.64,0.53,0.49,0.53,0.48,0.4,0.49,0.64,0.43,0.32
g_0,0.83,0.68,1.35,0.82,0.74,0.42,0.5,0.49,0.55,0.37,0.52,0.63,0.41,0.33,0.31,0.31
e_0,0.63,0.91,0.95,0.81,0.76,0.59,0.66,0.47,0.55,0.54,0.52,0.39,0.59,0.41,0.52,0.59
