,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.85,1.11,1.89,1.81,3.29,21.39,31.34,38.79,30.55,39.21,45.95,89.43,84.93,98.52,155.9
f_1,1.19,1.0,1.16,1.32,1.28,2.85,15.84,25.2,24.23,24.44,35.11,35.7,67.22,71.82,69.82,133.36
d_1,0.9,0.87,1.0,1.1,1.33,2.75,15.49,16.89,21.97,31.76,37.1,30.11,71.67,70.31,71.99,91.03
c_1,0.53,0.75,0.91,1.0,1.48,2.39,16.22,18.29,13.94,17.27,24.11,28.45,60.09,65.39,66.27,101.62
b_1,0.55,0.78,0.76,0.68,1.0,3.25,14.29,16.6,16.12,20.65,23.01,26.79,52.45,45.1,63.1,85.33
a_1,0.3,0.35,0.36,0.42,0.31,1.0,6.83,9.04,7.92,9.09,12.67,12.56,28.66,32.56,25.31,51.75
h_1,0.05,0.06,0.06,0.06,0.07,0.14,1.0,1.61,1.33,1.34,1.7,1.75,3.75,3.79,3.93,8.4
g_1,0.03,0.04,0.06,0.05,0.06,0.11,0.63,1.0,1.03,1.08,1.33,1.85,2.58,3.02,3.0,5.19
d_0,0.03,0.04,0.04,0.07,0.06,0.12,0.76,0.96,1.0,0.94,1.39,1.48,3.28,3.63,3.24,4.95
c_0,0.03,0.04,0.03,0.06,0.05,0.11,0.75,0.93,1.1,1.0,1.76,1.42,2.87,3.33,2.84,4.57
b_0,0.03,0.03,0.03,0.04,0.04,0.07,0.57,0.76,0.72,0.59,1.0,1.08,2.52,2.8,2.04,3.76
f_0,0.02,0.03,0.03,0.04,0.04,0.08,0.55,0.55,0.68,0.7,0.86,1.0,2.22,2.05,3.08,2.91
h_0,0.01,0.02,0.01,0.02,0.02,0.04,0.26,0.37,0.3,0.34,0.42,0.47,1.0,1.01,0.9,1.95
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.27,0.35,0.29,0.31,0.34,0.48,1.05,1.0,1.03,1.76
e_0,0.01,0.01,0.01,0.01,0.02,0.04,0.26,0.3,0.32,0.34,0.49,0.33,1.12,0.96,1.0,1.55
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.12,0.2,0.19,0.21,0.27,0.35,0.49,0.57,0.63,1.0
