,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.1,2.44,2.18,2.44,1.91,0.57,0.74,0.4,0.41,0.43,0.51,0.29,0.42,0.85,0.31
f_1,1.9,0.43,1.88,2.03,2.09,1.74,0.41,0.68,0.4,0.42,0.38,0.72,0.21,0.38,0.37,0.38
d_1,2.49,2.2,0.42,2.1,1.83,2.1,0.61,0.35,0.37,1.21,0.39,0.35,0.24,0.38,0.43,0.2
c_1,1.64,2.0,3.11,0.4,2.3,2.39,0.67,0.54,1.05,0.25,0.45,0.39,0.33,0.5,0.33,0.27
b_1,2.28,3.0,2.0,1.16,0.39,2.51,0.83,0.77,0.69,0.57,1.27,0.44,0.44,0.4,0.45,0.34
a_1,3.08,4.01,2.37,3.51,1.27,0.33,0.75,0.77,0.5,0.76,0.63,0.4,0.42,2.24,0.58,0.44
h_1,3.44,3.06,3.37,3.69,3.02,2.68,0.33,1.05,0.63,0.68,0.64,0.66,0.87,0.63,0.51,0.59
g_1,3.4,4.48,3.2,4.02,4.48,3.42,0.71,0.31,0.91,0.86,0.69,0.65,0.44,0.61,0.68,0.81
c_0,4.04,4.67,1.84,10.31,4.32,3.43,1.01,1.05,0.38,1.05,0.72,0.8,0.52,0.78,0.84,0.54
d_0,2.06,3.69,7.96,4.02,4.51,3.31,1.13,1.3,0.8,0.39,0.84,0.81,0.62,0.71,0.63,0.62
b_0,3.49,4.13,3.5,5.75,8.07,3.29,1.07,1.14,0.4,0.67,0.37,0.6,0.54,0.69,0.78,0.45
f_0,3.76,11.55,4.16,3.82,3.76,4.5,1.41,0.77,0.87,0.86,0.82,0.39,0.74,0.72,0.86,0.35
h_0,4.76,5.36,3.81,4.93,3.84,4.3,3.1,1.25,0.94,1.07,0.97,0.8,1.12,0.78,1.0,0.76
a_0,4.51,4.94,4.07,4.79,7.41,8.43,1.25,1.56,0.88,1.15,0.49,1.18,0.95,0.34,1.04,0.54
e_0,8.11,6.15,4.55,4.01,4.49,5.12,1.63,1.35,0.98,1.04,1.07,0.54,0.67,1.04,0.33,0.96
g_0,4.5,5.63,4.95,4.88,5.57,4.22,1.2,2.45,1.08,1.01,1.1,1.17,0.56,0.97,1.01,1.4
